participantID,responseID,prompt,slang,meaning,exampleUsage,whenWhereUsed,additionalNotes
A0032,R_2bJZCteOdKLHfqv,Unattractive Person,"Fug, uggo, ugly mug (fugly as adjective)",,'She's a real uggo' - unfortunately usually hear the first two for females. I've heard guys greet each other with something like 'oh it's your ugly mug again'. Fugly was more common when I was in high school but I haven't heard it recently.,High school!!! Or with friends in casual conversation,"This is very informal, not used if you had to be professional. May be used to insult your friend as a joke. There are so many Aussie expressions for this!! But maybe my friends are polite because I don't hear a lot of them! 'Minging' is an example of one I know of but never really hear. Theres also ones I'll hear for the first time snd only understand through context clues. Another older one I know is 'a face only a mother could love' or 'a face for the radio' but I would only use those as a joke."
A0033,R_2CTzqcrC7w1fQrC,Unattractive Person,Prawn,,"""I'm not into him he's a prawn""",Lots of friends use this word but equally as many need it explained,Man or woman with a good body and ugly face (you need to rip the head off to enjoy it)
A0034,R_24pXXdrFmVGlWSl,Unattractive Person,fug,,he's a bit of a fug,not sure,short for fugly
A0035,R_2VPAgu108j33uuh,Unattractive Person,Bushpig,,"'That girl is a total bushpig, I bet she never showers.'","This was used a lot at high school when I was growing up, only referring to girls",
A0037,R_1igFsZGdFjHsDmr,Unattractive Person,Ugly,,He/she is so ugly,"On social setting, but said privately","Refers to someone's face usually, but can also describe unacceptable behavior."
A0041,R_1mJgbFqfJniDqBK,Unattractive Person,He's been hit with the ugly stick,,Describing someone who is unattractive to someone else when talking about them and not to them,,
A0042,R_1f77cfqvlhzneDm,Unattractive Person,Fugly,,Nah cause it's offensive,At school,Nope
A0043,R_3ek8dBDFofKiA7h,Unattractive Person,Fugly,,He is nice but a bit fugly.,Everywhere.,
A0044,R_3OravT8TDi4Sjjo,Unattractive Person,Feral,,"Did a lap down the Main Street, full of ferals",More often when I was younger and living in a country town.,"The word also has behavioural connotations, it's not solely about looks."
A0045,R_2rUekGFxxsJiEY7,Unattractive Person,Ugly as a hat full of arseholes,,,I just know it,
A0047,R_0P4IPF5EGuHhrWh,Unattractive Person,Dog,,"She's a dog, mate",Rural nsw,Used derisively fir women more than men
A0048,R_10Co56EWOPzm4Mt,Unattractive Person,A dog,,"Look at her, she's a dog",At the pub,
A0058,R_1FeQLxYd7FQLhrq,Unattractive Person,A face only a mother could love,,That chick is so ugly - she has a fave only a mother could love,,
A0060,R_bwjYnyHjb3YCSd3,Unattractive Person,Ugly as sin,,He was ugly as sin.,Country Australia,
A0063,R_2491T28fW5IOQlf,Unattractive Person,Butt ugly,,She's butt ugly,My brother,
A0064,R_24dw0X2U9mMJgOq,Unattractive Person,face like a dropped pie,,"Gary, Gary has a face like a dropped pie",derogatory. used colloquially,
A0065,R_6EUJluMBOpaQwgN,Unattractive Person,Slag,,She's a real slag,,
A0069,R_svUjzfGGrfSLKRr,Unattractive Person,Head on it like a dropped pie.,,That Stacey has a head on her like a dropped pie.,School,
A0070,R_XvlWwDrRnhLBJfP,Unattractive Person,Cunt wart.,,Fuck. You have a face like a cunt wart.,I hear it a bit too much.,My face doesn't look like a cunt wart. I checked.
A0071,R_32XcZs2W9ieDJa0,Unattractive Person,uggo,,,,
A0072,R_0SxfCfjWIo7F5Sx,Unattractive Person,Fugly,,"Check her out, she's so fugly","Mostly by males to describe females, not the other way around.","Of course, it's a blend of 'fucking ugly'. It's pretty horrible really."
A4388,R_3potJH8edZezLCB,Unattractive Person,Fugly,,They're fugly,,
A0075,R_1OviB8toSsuE95N,Unattractive Person,uglier than a hatful of arseholes,,She's uglier than a hatful of arseholes,Older men using it to refer to a woman,
A0077,R_2xPfjOiYJr6yHMy,Unattractive Person,A face like a smashed crab.,,He/she has a face like a smashed crab.,Friends,"It's not very nice, but it's rather descriptive. Also, a face like a half-sucked mango, or a dropped meat pie."
A0078,R_31TpKHyzxG0mIN6,Unattractive Person,Bagger or double bagger - meaning more attractive with a paper bag over the head,,"Oh mate, there's a double bagger",Dances when checking out opposite sex,Double bagger means twice as ugly
A0080,R_24Adb2m5tpPSdgE,Unattractive Person,Prawn,,"He's a bit of a prawn, good body but get rid of the head",From really awful judgemental people 30 and over,
A0081,R_3EWLILWUlwVtSFX,Unattractive Person,Dog,,What a dog.,Just out and about with friends referring to someone unattractive.,No
A0087,R_10phZFVkMGOweNR,Unattractive Person,A dog,,That person's a real dog,At the pub,
A0089,R_3Od127Gqv6fyWbA,Unattractive Person,Fugly,,He/She is fugly!!!!,Amongst friends,It is a shortening of fucking ugly
A0090,R_2YSvMGJuN4kBi96,Unattractive Person,F'ugly,,"Oh my god he's f'ugly, why would she go out with him",,Short for fucking ugly
A0091,R_27EA2S6Almc2Skh,Unattractive Person,A old bag,,She's an old bag.,Among young people referring in derogatory way about an older woman.,
A0092,R_25uRoN5dfyWh2e1,Unattractive Person,festy,,That guy is so festy.,Especially during primary school and high school.,It's an adjective.
A0096,R_124k5ki6SCCI6Ly,Unattractive Person,Head like a bucket smashed crabs,,He has a head........,,
A0097,R_3EMYk3cW3Sjs4tn,Unattractive Person,Beach ball,,That person on the beach is so fat they could be a beach ball,Often when overweight people walk past,
A2279,R_2sauz9R14mRRiBG,Unattractive Person,Fugly,,Damm that person is fugly,My dad usrs this expression but ive heard others say it too,
A0101,R_2Qtksg5VC0g7Ph5,Unattractive Person,fugly,,that newborn baby sure looked fugly,in private,no
A2141,R_T75xCF4sVkkhwqJ,Unattractive Person,head like a robbers dog,,,,
A0102,R_1dcuM3wAInOhyS4,Unattractive Person,Uggo,,"Oh my god, such an uggo.",Conversation.,Offensive.
A0104,R_1IufLWExCs6lRdm,Unattractive Person,Fugger,,He's a fugger,School setting,
A0107,R_2tAnU5uq02y0Ig9,Unattractive Person,uggo,,"They're not very well kept, what an uggo",Casual conversation,
A0109,R_2zHLSjP1xmMQzRX,Unattractive Person,Clapped,,She's fkn clapped,"On da streets, innit / school",It is used by the young people these days
A0110,R_3s7eJBL8nH13hKk,Unattractive Person,ugly or not hot,,when someone isnt the best looking,school books movies,
A0111,R_SVmaqn9rq9WhhtL,Unattractive Person,Musty,,"""That person is musty""",School,
A0112,R_1DBdvsmt1hPAUPb,Unattractive Person,ugly,,he/shes ugly,,
A0114,R_2tlOO9GuuSsqG6F,Unattractive Person,smacked arse,,"""he had a face like a smacked arse""","family, friends, usually in humorous situation",you wouldn't directly call someone this
A0115,R_3mgkrIP45TmIKjO,Unattractive Person,Dropped Pie,,She had a face like a dropped pie,By usually sexist men,"Its a step too far - dont really like to derogatory comments. ""Say nothing"" is preferable"
A0117,R_3shLsFQdoFUHhEm,Unattractive Person,They fell out of the ugly tree and hit every branch,,He's so ugly he certainly fell out of the ugly tree and hit every branch,My friends use it all the time,
A0118,R_RR1Jq6KoaDpeshz,Unattractive Person,dog,,,,
A0120,R_rkCfSC2qbZh8g9j,Unattractive Person,Ugljy as hat full of arseholes,,As above,All over,No
A0124,R_RnbBBZEJNzW6IF3,Unattractive Person,Dork,,What a dork,Used this year to describe an unwelcome guest,No
A0125,R_2f2t4ujFOxvXZTX,Unattractive Person,Face like a half eaten pie,,He's got a face like a half-eaten pie,Might describe a loping full forward,cc. beaten with the ugly stick
A0128,R_3psRJq4YTc6AShs,Unattractive Person,Smashed crab,,He's got a face like a smashed crab,Schoolyard,
A0129,R_XGGt4UmDLg1oQJH,Unattractive Person,Face like a dropped pie,,,,
A0130,R_2rJjl37shA7gs2M,Unattractive Person,Face like a dropped pie,,"Gees, he's got a face like a dropped pie",Quite often amongst blokes geeing each other up,
A0131,R_3kFf6a7W56ZlC3k,Unattractive Person,fugly,,"Christ, he's fugly.",,
A0133,R_5nWwaCIw6nQ4jPb,Unattractive Person,Slob.,,No manners. What a slob.,,
A0137,R_22E3W6opjsksBz9,Unattractive Person,North end of a southbound camel,,They have a face like the north end of a southbound camel,Father,
A0139,R_O7Mu0YFeAbalqyR,Unattractive Person,Lizard,,,,
A0140,R_1Ngde0tH4KsIGBC,Unattractive Person,"Face like a broken scone, dirtbag",,,,
A0141,R_2BnUiiAGvuU8ElV,Unattractive Person,yobbo,,he's a real ugly yobbo,,
A0142,R_2DTuHhSSyzBkswC,Unattractive Person,got a head on him like a robber's dog,,"Bloody hell, lppk at this bloke, he's got a head ob him like a robber's dog.",All my life.,"Again, many synonymous expressions:...like a dropped pie, ...like a half=sucked mango etc. All still common."
A0143,R_3JjXKjstx6Or88W,Unattractive Person,Ugly as a bag of arseholes tied in the middle,,,,
A0144,R_8228GUoeJt3f6x3,Unattractive Person,Head like a busted atsehole,,,,
A0145,R_uwt2ToPTwtFP32h,Unattractive Person,Looks like the back end of a truck,,That person looks like the back end …..,Not commonly heard but around,
A0147,R_2BwU6XEXO3BlpOJ,Unattractive Person,Dag,,He is a bit of a dag,often,"Dag, daggy - used to describe someone or something not up to accepted standard"
A0148,R_1OTTzWNdkQprTDo,Unattractive Person,ugly stick,,"jesus mate, she's been hit with the ugly stick","often as a youngun, rare now",mo
A0149,R_1OPkytdhXH8qyau,Unattractive Person,Dag,,Scott Morrison is such a dag,,
A0150,R_VQEcxtyGRdrFpFn,Unattractive Person,"Fugly or ""wouldn't root her/him with your dick""",,,,
A0154,R_24b7XyhnZpvhadr,Unattractive Person,Head like a robbers dog/ fell out of the ugly tree and hit by every branch on the way down,,He has …….. He….,"2000""s. Sydney","Also dog, possible army"
A0156,R_1PZCnLbTZG1P3bS,Unattractive Person,ugly as a bat  or  looks like the south end of a north bound cow,,he/she is.... or looks like...,freely used through my childhood/teen years,
A0159,R_1IT2CYXCbCz11d6,Unattractive Person,Robber's dog,,Got a head like robber's dog,Rarely today,Rarely used today
A0160,R_12inTl63U45w93q,Unattractive Person,head on him/her like a robber's dog,,that bloke has a head on him like a robber's dog.,dunno,
A0162,R_1Le5EdCIXvEq1Cc,Unattractive Person,Uggers,,,,
A0163,R_2EisRb4ZNcKCbpK,Unattractive Person,busoag,,that clown's an absolute busoag,mates speak,
A0165,R_1JXAS6xfZ8xgn6f,Unattractive Person,Slapped arse,,Face like a slapped arse,,
A0170,R_2c26q2MkPOXa6SH,Unattractive Person,Horror,,What a horror,Young men description,
A0171,R_BtxbyoVEeYbYXE5,Unattractive Person,Fugly,,"Oh mate, talk about fugly",As a teen. Generally used,
A0173,R_1eLg3WqfnVNPaG1,Unattractive Person,As ugly as a hat full of arseholes,,He's as ugly as a hat full of arseholes,"Again, relatively regularly",
A0176,R_27QfR86g1Nw0TCE,Unattractive Person,Bogan,,The bogan express for the Gosford intercity,My son,Class based rather than just unattractive
A0177,R_3lJk2Swp5tBweJt,Unattractive Person,head like a rancid pineapple,,He has a head like a rancid pineapple,"As a child: parents, aunts, uncles",
A0179,R_1EX68S37p1fNZK6,Unattractive Person,Fugly,,You're fugly,,
A0180,R_3GCjR6lifziVPrg,Unattractive Person,Troll,,What a troll,Popular culture,
A0181,R_WkTlm3yNiPezWWl,Unattractive Person,Ugly as a bush pig,,She was as ugly as a bush pig,Older rural males,
A0182,R_2CKE2jWFJUS7kk6,Unattractive Person,Hit by the ugly stick,,,,
A0184,R_AbTdB8Xndr5AeYx,Unattractive Person,Uggo,,Yuck what an uggo,With the girls,
A0186,R_1j8tE0yFHixLQg8,Unattractive Person,Pog.,,She's a pog. A mixture of a pig and a dog.,Local saying,
A0187,R_2EpjvvSzyXKMbYw,Unattractive Person,Paper bag,,"Aw gees, she needs a paper bag",,
A0188,R_3M09UTK7Za0PBtg,Unattractive Person,Dag/daggy,,,,Can also mean funny
A0189,R_3Glc56KpjqLHhMT,Unattractive Person,Ugly as a hatful log arseholes,,He's as ugly as ……,Wife,
A0190,R_AaIdYatieH4RphT,Unattractive Person,Fugly,,Contraction of fucking ugly,Mainly gen x,No
A0194,R_2DZvFRm7J37rR4N,Unattractive Person,He could frighten the dead,,,Growing up,No
A0197,R_2urLArzdR29ESuG,Unattractive Person,Bush Pig,,Check out the bush pigs over there,Various from 80's onwards,
A0200,R_1LNmmsY2hrosMY4,Unattractive Person,head like a dropped pie,,"jesus! look at that would ya, got a head on it like a dropped pie, they could curdle milk at 100 yards",still use it when referring to myself,
A0201,R_2t3iWU0VYbqwWfD,Unattractive Person,South end of a north going camel,,,,
A0205,R_3GBVKJ57HA70yZc,Unattractive Person,Nice personality,,He's got a nice personality,,
A0206,R_7aFzOrPyoNcrLAR,Unattractive Person,Face like the back of a bus,,,,
A0208,R_1GKByubcNMIrNfc,Unattractive Person,Head like a robber's dog,,He's got a head like a robber's dog,Can't remember,Nup
A0209,R_28XM1RTkY4VPWtY,Unattractive Person,Daggy,,"From a male group when sighting a girl not so appealing ""She's a dog or daggy""",Mens groups,No
A0210,R_3TXTSd81VwqJTaN,Unattractive Person,Fell out of the ugly tree and hit every branch on the way down,,It's pretty self explanatory,,
A0211,R_1o26r8pCcJ1k1St,Unattractive Person,Horse's arse,,She's got a head like a horse's arse,Casual settings,It's awful and I have never used it
A0213,R_3hltxmKyEZ6SH8w,Unattractive Person,Butt ugly,,,,
A0215,R_28D2IUU38mtTyvj,Unattractive Person,Head like a robbers dog,,"My boss thinks he's the shit, but seriously he's got a head like a robbers dog",My mum used to say it; my sisters and I still use it,"I don't hear the younger crew use it, heard some older drivers use it"
A0218,R_2f219OZdfKvkuXN,Unattractive Person,Fugly,,She's fugly,,
A0220,R_11jCxBGntzRxJDL,Unattractive Person,ugly as a hat full of busted arseholes,,that dog is as ugly as a hatful of busted arseholes,I use it frequently,
A0223,R_11hGLPiFMmuQC7e,Unattractive Person,Hit with the ugly stick,,,As a child,
A0224,R_2bVRaJ8ZeMJKrmE,Unattractive Person,Dag,,What a dag,All my life,
A0226,R_2393HleoRjYGZSW,Unattractive Person,Looks like the back end of a bis,,,,
A0230,R_1q7z8cxUkI4MLY6,Unattractive Person,ugly as a dropped pie,,he's as ugly as a dropped pie,quite often in various places,
A0235,R_DhGYvgQPwsorWwx,Unattractive Person,Hit with the ugly stick,,That poor child has been hit with the ugly stick,In social settings with family or friends chatting about people,
A0238,R_2eR8OoadhlLALZV,Unattractive Person,Head like robbers dog,,Have a go at that! Ugly as a robbers dog,General conversation with mates,No
A0242,R_1o0WtAO1yH3YA4q,Unattractive Person,Fugly,,He/she is fugly,,
A0244,R_1dz6hC8lQk7jzKP,Unattractive Person,Butt Ugly,,,,
A0245,R_QccKEJNc35uXyrT,Unattractive Person,Hit by a bus,,She looks like she got hit by a bus.,Not for a long time,
A0246,R_3DkjMNdqytglICQ,Unattractive Person,A face like a slapped arse,,Barnaby Joyce has a face like a slapped arse,At work,
A0247,R_514DnWSvJSImXXH,Unattractive Person,Bog ugly.,,Jen's husband is bog ugly.,,
A0250,R_3hi41t0ib4PNX7B,Unattractive Person,Face like a squashed tomato,,,,"Fell bad about this one, it's not very respectful"
A0251,R_WjGKzIl7hwUX7EZ,Unattractive Person,got hit with the ugly stick; head like a sucked mango seed; head like a toilet brush; better seen leaving than coming;,,"That kid had a head like a sucked mango seed, but he was the toughest kid in school.","among friends, social situations (before covid), use it myself",
A0252,R_3e5mzT6lAFI5ENR,Unattractive Person,No oil painting,,"Well, he was no oil painting",Still common,Sometimes reversed for an attractive person: he was a real oil painting
A0254,R_77gMS9VuzpNoeSR,Unattractive Person,bit of an eye sore,,She's /He's a bit of an eyesore,,
A0255,R_3rzbjeUFK7OkiPL,Unattractive Person,Looker,,,,
A0257,R_2V7u7n6cY2kN3jp,Unattractive Person,dog,,she's a real dog,often,
A0258,R_3gR5yfZKevQG1T7,Unattractive Person,Face like a slapped arse,,They've go a face like a slapped arse.,At high school??,
A0260,R_1dKBQ7AfwvHwKMY,Unattractive Person,ugly as a hatful of monkey's arseholes,,as above,in my social cohorts,
A0261,R_DOekQJmYEDEavHX,Unattractive Person,Ugly as a hatful of arseholes,,He's as ugly as a hatful of arseholes,Older people City and country,
A0262,R_2dz232aPEMq1bcb,Unattractive Person,She or he is grose,,See above,I have used it myself sometimes before Political correctness became fashionable,
A0265,R_7WpEKepfMKbZ1bX,Unattractive Person,Hot with an ugly stick,,He's been hot with an ugly stick,Pre-2000 (pre-PC),
A0270,R_yIyTQgst0ZYTXQ5,Unattractive Person,head like a robber's dog,,He's got a head like a robber's dog.,Frequently; in many places,
A0271,R_tG3cKvKFhCYZ6TL,Unattractive Person,Back of a bus,,That bloke's got a head like the back of a bus,Mates,Still used with mates
A0275,R_30vZOPspOGnCRnI,Unattractive Person,Beaten with the ugly stick,,,,
A0279,R_2f6tRnzR2OwFjsD,Unattractive Person,As ugly as a hatfull of arseholes,,Tom was ugly as a hatfull of arseholes,I haven't used or heard it used for years. I'm just aware of it.,Probably gone out of use
A0280,R_1LbMEZ4q4e81j4y,Unattractive Person,Twisted sandshoe,,Head like a twisted sandshoe,Not complimentary,
A0281,R_1ovSt2EI8imuaxH,Unattractive Person,"Bush pig, ugly as a hatful of broken arseholes, fugly",,"That girl is a fugly, ie fucking ugly",In social settings usually amongst men,No
A0286,R_3frDmt2uozbNXl2,Unattractive Person,Hit with the ugly stick,,Poor bugger has been hit a few times with the ugly stick,,
A0287,R_20SYwpIGYgpFsw1,Unattractive Person,Ugly as a hat full of arseholes,,,,
A0288,R_3PdHqcpdpnFNuqU,Unattractive Person,Prawn,,Hes a prawn (keep the body throw away the head),All through life,
A0289,R_cLN54X8W6j53g7D,Unattractive Person,Robber's dog,,I'd give him a miss. He's got a head like a robber's dog.,General use,
A0290,R_aXFoUUTxy2zOSKl,Unattractive Person,Scumbag,,With reference to the honourable Barnaby Joyve.,,An extremely low person.
A0291,R_w1wuXq2QcixaoaB,Unattractive Person,Bushpig,,The woman in the chemist is a fukin bushpig,Learnt this from my daughter about 1990(ish),
A0292,R_oZ5ZhXXQcpvfkUV,Unattractive Person,Fugly,,She's super mega fugly.,1980s (eg. Kevin Bloody Wilson),
A0295,R_2taQBy9dr5TKJQ9,Unattractive Person,Face like the arse end of a horse,,,,
A0298,R_31yLnliqP3fyGBU,Unattractive Person,Grose,,That person looks grose,,
A0299,R_2riHLbFVWiGVGYB,Unattractive Person,Ugly as a hat-full of arseholes,,,Heard it first when working in the NT in the 90s. Occasionally since in Qld,
A0304,R_1o5CsL08AypyrsC,Unattractive Person,Ugly as a hat full of arseholes/claw hammers.,,He/she is as ugly as a hat full of arseholes/claw hammers.,"All of my life, everywhere.",
A0307,R_3IY7LEzR14zZsA3,Unattractive Person,Ugly as a hat full of arseholes.,,,Various places. At the pub. In the street.,
A0308,R_2BxET5fPDG5PQME,Unattractive Person,Fugly,,Oh they're really fugly.,Growing up,Don't use. I think it's offensive
A0309,R_0PxY3WKR2CNzkRj,Unattractive Person,Ugger,,,,
A0310,R_0liRZp9baDufLhf,Unattractive Person,Ugly mug,,"Gee, he's an ugly mug",I think I remember Bryan Brown using it in an Aussie film?,I take care not to use slang that may offend. I probably wouldn't use this expression
A0312,R_2CHPFiPVnvahWow,Unattractive Person,Hit with the ugly stick,,,Growing up locally,No
A0316,R_eUTyqqfGLod3Bux,Unattractive Person,face like the south end of a north bound cow,,,,
A0317,R_Bsahyyjajiw1JWV,Unattractive Person,Ugly as a hat full of assholes.,,He's / she's as ugly as a hat full of assholes!,As a teenager in Orange NSW,It is a very cruel and always undeserved taunt or rumour to inflict maximum derision.
A0318,R_1GBPZiCqZkki7t0,Unattractive Person,Pog,,What a pog!,,It's a conflation of pig and dog. It's a very unattractive word and concept.
A0319,R_1dBa0PyaRPhGUB3,Unattractive Person,Not exactly an oil painting,,Well she's no.oil.painting,20 years ago,
A0321,R_3qKjFVSoDxvedfV,Unattractive Person,Not one for the family album,,,Ages ago in Hobart,
A0323,R_3gXdxovIys3UD6a,Unattractive Person,He's taken his ugly pills,,,,
A0325,R_3mjxn15fQ7UELZv,Unattractive Person,A bush pig,,,,
A0326,R_doFhewflSJspmjD,Unattractive Person,ugly as a hatful (of arseholes),,S/he's ugly as a hatful.,in conversation,no
A0327,R_3kBAmbiDoNcF5FQ,Unattractive Person,like the north end of a south bound camel; fugly,,that bloke is seriously fugly,"the camel one - not often, a bit rural; fugly - mostly by blokes",
A0331,R_pN28w310OiELTq1,Unattractive Person,Dropped pie,,She has a face like a dropped pie,When someone is unattractive,
A0333,R_2zc0agLmcfPQNal,Unattractive Person,Fugly,,That person over there is fugly as.,daily life,
A0335,R_3fYIyp7KdWY02cQ,Unattractive Person,FLK,,,,Sometimes this expression was written in patient files is hospitals by medical staff when they were identifying that the baby or child had an unknown reason for their facial features (eg chromosomal disorder) I hope it doesn't happen now!
A0341,R_XgP26zsU11kiYE1,Unattractive Person,ugly as a bagful of arseholes,,He's.......,common between diggers,
A0343,R_3KrTi7JlSJ8rVg8,Unattractive Person,Fugly,,She is one fugly girl,Friends and colleagues,
A0344,R_3KqktC0PkDc66V0,Unattractive Person,fuggly,,,,
A0345,R_2DMtu9YJEwEtebI,Unattractive Person,Pig scarer,,Jimmy's new skank is a real pig scarer,Used on the mines in WA - mainly by blokes,Nope
A0346,R_10ZBFMfPfLk8CXm,Unattractive Person,Drongo,,,,
A0348,R_2Wv429pkOtutucN,Unattractive Person,Hit with the ugly stick,,,,
A0350,R_125dNrIQyzmYgxM,Unattractive Person,fuggly/fuggles,,shit; he's fuggly (fucking ugly),,
A0351,R_2rjC4RecDTwI0pt,Unattractive Person,Face like a slapped arse,,,,
A0352,R_2P12HydKlx4I7YU,Unattractive Person,hit with the ugly stick,,Cripes he got nailed with the ugly stick,in conversation usually as an observation,There are multiple phrases and words that come to mind
A0353,R_1pYyIJXs28yccMv,Unattractive Person,Boofhead,,Geez what a boofhead,when i was young,means a big head or a funny looking head
A0355,R_2bIrvPtfwYUv6NZ,Unattractive Person,Ugly as a hatful of arseholes,,I hate to say it but she's as ugly as a hatful of arseholes.,In Camden NSW in the late 70s.,Never hear it now
A0357,R_1gckVYljITVFRVo,Unattractive Person,"""Got a face like a dropped pie""",,As above,In more recent years.,Nope
A0358,R_2c12TLFAIlGJRuA,Unattractive Person,"""no oil painting""",,She's no oil painting but she's quite nice when she smiles,Two generations ago,
A0359,R_2UVNLhQxY2zICp5,Unattractive Person,face like a dropped pie,,He's got a face like a dropped pie,Workplace,
A0362,R_28GNU66mFAH8rj1,Unattractive Person,Face like a smashed crab,,,,
A0365,R_1pAqriXH6MtO17V,Unattractive Person,Bit rough,,Is she hot?? Aaahh nah she's a bit rough.. Still love her but..,From some of my mates,
A0368,R_b1xmF5xpMvrDFfj,Unattractive Person,"Head like a bucket of smashed crabs,  Face like a dropped pie. Face like a dogs bum",,,Growing up,
A0369,R_VVWbwmZVfCsz6hj,Unattractive Person,Head like a robbers dog. Face like a hat full of arseholes...is no oil painting,,,"My father! Occasionally still hear the ""they are no oil painting""",
A0370,R_21vqEmRVdX7c7dy,Unattractive Person,Ugly as the back of a bus,,No,Not so much nowadays,Don't like it
A0371,R_W9ikKBdGbvLxNVn,Unattractive Person,Dog,,,,
A0372,R_3jUJE7gPf3kqbGQ,Unattractive Person,bush pig,,Did you clock the bush pig Davo got with last night?,"Again, you don't hear it much anymore. Tends to be more suburban, lower socio-economic",
A0375,R_3PLcekkQwaQW45A,Unattractive Person,Face only a mother could love. Face like a dropped pie,,He has a face that only a mother could love. His face looks like a dropped pie,AFL football and social situations,
A0376,R_2wgiBnSE42Wsbsm,Unattractive Person,Head like a racing bull mullet,,,"Late 60s early 70s, Narooma sth coast nsw",
A0377,R_2UfKMEd8R86tx4s,Unattractive Person,"Fuck me, they've been bashed about the face and neck with the ugly stick! Or fucken hell, look at the head on that!",,"Um, maybe from the safety of my car with my wife when we see someone funny lookin' and in the full knowledge that what we're saying is outrageous and unacceptable if we were actually serious. We often make each other piss ourselves laughing by being awful in this way.",See above,See above
A0378,R_1JW5DtmzWMyKdwM,Unattractive Person,Bogan,,What a bogan,Probably one of the most used slang words,"It's interchangeable to describe people, places, items"
A0379,R_2saw8fDhZaEqaIC,Unattractive Person,daggy,,She's daggy,general conversation,
A0380,R_3LZpoXt3Bi5EYKE,Unattractive Person,That's a face only a mother could love,,,General chat,
A0382,R_Aar1gSoIGnr9fhf,Unattractive Person,looks like the South end of a North-bound dog,,Bluey looks like the South end of a North-bound dog,School,
A0383,R_2xJfuaZxIk3Ld9B,Unattractive Person,"Bucket full of bums, a hat full of arseholes. Head like a deep sea racing mullet, smashed crab, twisted sandshoe.",,Ugly as a hat full of arseholes.,"From my dad, and mates. Everyone has their favourite.",Numerous variations
A0386,R_3iIjYpNaBb4y6xO,Unattractive Person,dropped pie,,he's got a face like a dropped pie,,
A0388,R_9vlOeRrnaZpohZT,Unattractive Person,Fugly,,"""God, they're fugly""",Amongst our family and friends when talking about someone of something that is very ugly,
A0389,R_1FQZYrTrsgL62Cm,Unattractive Person,fugly,,piss off fugly,describing someone who is fuckin' ugly,mixture of 'F'uckin' 'UGLY'
A0393,R_322wlVrBx74A4cT,Unattractive Person,dag,,she is such a dag,,
A0394,R_R3jYoKooRycal2N,Unattractive Person,Uglier than a hat full of srsrrrrrrr rr r t,,Uglier than a hatfull of arseholes,Often self,
A0395,R_0DPr4IpCPzwgy4h,Unattractive Person,Gronk,,They're such a gronk,"In music, around Melbourne. Not for a while",
A0397,R_1eKrlUS1BgtUIDQ,Unattractive Person,Fugly bastard,,Look mat that fugly bastard thinking he's god's gift,A friend saying it to describe an ex-colleague of mine when I showed her his photo,Fugly us from fucken ugly and nay also be of uUS origin
