participantID,responseID,prompt,slang,meaning,exampleUsage,whenWhereUsed,additionalNotes
A0031,R_3s4xEqgp6fc9VmW,(Free Choice),Flat out like a lizard drinking,Extremely busy,No I can't help ya with that mate. I'm flat out as a lizard drinking,Often in academic life,I love it
A0032,R_2bJZCteOdKLHfqv,(Free Choice),Arvo,Afternoon,'Come over this arvo',In pretty much any context - even in a professional workplace,
A0033,R_2CTzqcrC7w1fQrC,(Free Choice),Cobber,friend - usually a man,"""Hey cobber"" or ""this old cobber came over"" (latter referring to an old man you don't know)","Have heard friends say it, hear older men say it too",
A0034,R_24pXXdrFmVGlWSl,(Free Choice),yeah nah,"yes I understand you, no I don't agree",yeah nah,everywhere,
A0035,R_2VPAgu108j33uuh,(Free Choice),G'day,Hello,G'day stranger! Haven't seen you for ages!,I use it all the time. It's a classic!,
A0036,R_3hgYG7yl4AJ61SE,(Free Choice),sook,"soppy, clingy, loveable","my cat follows me everywhere, he's such a sook",,
A0037,R_1igFsZGdFjHsDmr,(Free Choice),Mad as a cut snake,Very angry,He's so angry; he's mad as a cut snake,In situations of conflict,Someone is so mad they could lose control and be aggressive.
A0038,R_2OMYGoJv8pghrl2,(Free Choice),various hyponyms,,,,question is too vague
A0039,R_WfB9hSVjmG63o4h,(Free Choice),"chock-a-block, chockers","full, packed, jammed due to number of people, vehicles",The freeway's chockers at the moment. I might just stay at work.,Often used in traffic reports,
A0040,R_8c3DDrGAKq9etYl,(Free Choice),We are not here to fuck spiders,Let's get on with the job,"Would you like to get started? Well, we aren't here to fuck spiders",My brother's use it slot based in Gippsland,
A0041,R_1mJgbFqfJniDqBK,(Free Choice),How much can a koala bear?,When you are at your wits end,,,
A0042,R_1f77cfqvlhzneDm,(Free Choice),"Crickey, bloody hell",Surprised or shocked,Bloody hell that was a big set,Everwhere,No
A0043,R_3ek8dBDFofKiA7h,(Free Choice),Yeah nah.,I see your point but o disagree.,"Yeah nah, not with you on that.",Every day.,
A0044,R_3OravT8TDi4Sjjo,(Free Choice),No worries,Everything will be alright/don't stress,"Sure I can do that, no worries.","Frequently in casual conversation, in the workplace and among friends and family.","I have supervised several international students during internships, and this phrase particularly appealed to some of the German interns as an Australian attitude."
A0045,R_2rUekGFxxsJiEY7,(Free Choice),Raw prawn,Don't try and fool me,Don't come the raw prawn,,
A0046,R_qUg2MWMp8glTeO5,(Free Choice),All the 'o's eg bottle o,Shortened versions of words,Let's hit up the bottle o this arvo,,
A0047,R_0P4IPF5EGuHhrWh,(Free Choice),Pokie,For poker machines,Let's play the pokies,Nsw,
A0048,R_10Co56EWOPzm4Mt,(Free Choice),Struth,Surprise/exclamation,Struth that was good,,You don't hear it much
A0049,R_26nEN0ZEyR62Jm3,(Free Choice),Dunny,Toilet,,,
A0050,R_3gTLM7w13DP6eAB,(Free Choice),Piss,Alcohol,Get on the piss,In conversation about a party,No
A0051,R_3qOul3It4o3Cdo1,(Free Choice),Servo,Service station,"""Gotta fill up my tank, just going to stop at the servo before I come home""",Very commonly used by older folks,
A0052,R_TbmJAxhcciFUqD7,(Free Choice),Fair dinkum.,True or accurate,What he told me about Mary is dair dinkum.,,
A0053,R_2c5yJatT46jgN8E,(Free Choice),Bogan,An uncultured person,"Look at them, bogans the lot of them",In public,
A0054,R_Rm2NyJ97RLkP9MB,(Free Choice),froth,Like (verb),I froth this item,"TV, everyday language",
A0057,R_2pKzYiclf2Hbvmr,(Free Choice),Not here to fuck spiders,Not here to mess around,"Mate, we're not here to fuck spiders, let's get to work.",Job sites.,
A0058,R_1FeQLxYd7FQLhrq,(Free Choice),Fair sick of the sav,It means you're bullshitting,"If someone tells you something and you know they're bullshitting, you'd say fair suck of the sav",My nanna used to say it a lot,
A0059,R_33dp0lcL51Lp0v2,(Free Choice),mate,,,,
A0060,R_bwjYnyHjb3YCSd3,(Free Choice),Gunna,Going to,Im gunna go to Ben's place.,Country Australia,
A0061,R_0Pd0XZ4dnosenex,(Free Choice),Sesh,"Shortening of ""session"" used to refer to a gathering or party where people partake in alcohol and/or drugs","""On the sesh""",University Residential colleges,
A0062,R_1HoV4KTqkii7Wyc,(Free Choice),fair go,A range of uses from indicating an appropiate allocation to an exclamation indicating that the other person is exceeding some boundaries.,An important characteristic of democracy in Australia is that everyone should expect to get a fair go.,"In conversation, frequently",
A0063,R_2491T28fW5IOQlf,(Free Choice),Bogan,Someone who is not mindful of their looks,He's a bogan,School,
A0064,R_24dw0X2U9mMJgOq,(Free Choice),G'day,Good day.,G'day mate,all over,"It's the classic Australian greeting, known the world over as Australian"
A0065,R_6EUJluMBOpaQwgN,(Free Choice),"Having a few kangaroos loose in the top paddock, or being a few sandwiches short of a picnic",It means that someone is a bit mentally deficient,That poor bloke has a few kangaroos loose in the top paddock,,
A0067,R_3JsJIhyyTA44p2c,(Free Choice),Chook,Hen,We have twenty chooks,Used to refer to hens,
A0068,R_1g8dIJJ8i2hDgxn,(Free Choice),G'day,Hi,G'day!,"My husband says it all the time, withan English accent, and it sounds as if he's mocking Australians.",
A0069,R_svUjzfGGrfSLKRr,(Free Choice),"G""Day Mate",Hello Friend,"G""Day mate how you going?",,
A0070,R_XvlWwDrRnhLBJfP,(Free Choice),Mud flaps,Pertains to a woman with notably large labia.,I'd actually rather not.,Amid packs of shit-cunts.,It's pretty nasty?
A0072,R_0SxfCfjWIo7F5Sx,(Free Choice),get stuffed,"go away, you're full of it. It's more polite that get f*cked",Why don't you get stuffed?,Probably more in the past than currently,My teenagers stay this jokingly to each other (and me!) all the time now thanks to Kath and Kim
A4388,R_3potJH8edZezLCB,(Free Choice),Koorie,Aboriginal identity word,An aboriginal person statinf their ethnicities,,
A0073,R_1jxie8IO9rqbtXj,(Free Choice),Shell be right,"It will work out, it will be okay",Should we clean up before the morning? Nah she'll be right,,
A0075,R_1OviB8toSsuE95N,(Free Choice),I could eat the arse out of a low flying pigeon,I am extremely hungry and could eat anything,I'm so hungry I could eat the arse out of a low flying pigeon,"A friend was leaving an event and keen to get to a food shop when she said ""I could eat the arse out of a low flying pigeon""",
A0077,R_2xPfjOiYJr6yHMy,(Free Choice),Fair crack of the whip,"To give somebody a fair go. Or, to demonstrate surprise at somebody's stance on something.","Hey c'mon mate, fair crack of the whip!","During my youth, NSW south coast.",
A0078,R_31TpKHyzxG0mIN6,(Free Choice),Ocker,An Australian with a country acceny,He talks like a real ocker,You would use it to describe someone with a heavy Aussie accent,Can refer to either sex
A0079,R_1GBQCxvIE3jwCIH,(Free Choice),Fair dinkum. True blue.,For real.  Ideal Australian.,,,
A0080,R_24Adb2m5tpPSdgE,(Free Choice),Squizz,To have a look,I'm just going to have a squizz in that shop,I use this with my friends and families and hear it mostly from women,I said it in front of Americans and they thought I meant I was going to pee
A0081,R_3EWLILWUlwVtSFX,(Free Choice),China,China plate = mate,G'day china.,,No
A0082,R_3ncJ0M3HmIVj2Jn,(Free Choice),chucking a sickie,Taking a day off work by pretending to have ill health,"If you want to come fishing tomorrow, you could always just chuck a sickie.",,
A0083,R_3kolxNKWyx4USnD,(Free Choice),fair dinkum Aussie,Means the person referred to is a true Australian,He is a fair dinkum Aussie,May be on TV,No
A0087,R_10phZFVkMGOweNR,(Free Choice),Fig Jam,Fuck I'm good just ask me,He's fig jam,In the music department,
A0090,R_2YSvMGJuN4kBi96,(Free Choice),Too many to think of,,,,
A0091,R_27EA2S6Almc2Skh,(Free Choice),Like a fart in a bottle,Move body around all the time. Not keeping still.,You're like a fart in a bottle.,My mother used it about me as a child.,
A0097,R_3EMYk3cW3Sjs4tn,(Free Choice),Aussie Aussie aussie,Come on Australia do us proud,When exporting an individual or a team to win,At sport events,
A0098,R_2zMz64l2Oh3QVXB,(Free Choice),Smoko,Lunch time or snack break,He asked him when it was smoko,Home work tv,
A0099,R_UgA3LsYlYHttJfj,(Free Choice),Fair-go,Equality,Australia has an appreciation of a fair-go attitude,In Australian Migration pages,
A0100,R_10xugZpUhhrqktL,(Free Choice),Maccas,McDonalds,let's go on a Maccas run,casual/daily conversation,
A2113,R_3J3ZXYrkF2x0toF,(Free Choice),arvo,afternoon,"""this arvo I'm going down to the beach""",All the time,
A0101,R_2Qtksg5VC0g7Ph5,(Free Choice),"champ, champion",used to describe a person who's actions are minor but pleasing to another person,"""I wound up your windows because i think it'll rain later"" - ""thanks champ!""",typically used by a male to describe a male,also used as a substitute to 'mate' when interacting with a stranger
A0102,R_1dcuM3wAInOhyS4,(Free Choice),Bevy,Drink (from beverage?),Chuck us a bevy mate.,"Parties, conversation - recently",Bogans use this word
A0104,R_1IufLWExCs6lRdm,(Free Choice),Mate / Mateship,Very little,Australia is built on mateship,Politicians,
A0107,R_2tAnU5uq02y0Ig9,(Free Choice),cunt,"used to be derogatory to females but usually used in attack of somebody, or endearingly",you stupid cunt,"in tv/movies, social media, in real life",
A0109,R_2zHLSjP1xmMQzRX,(Free Choice),'We good'; 'Mums heart and soul 'She'll be right 'No worries' 'You right mate' 'She goods' 'No wukking forries' 'Esky' 'Bloody Oath' 'Fucken Oath' 'Sk' 'Bloody' 'servo' - 'On my mum',Sk - sick kunt - Servo - service station 'Mum's heart and soul = oh my god' - I swear on my mum' = I promise,See above,Melbourne,No
A0113,R_2ylWzaL2XMQ1zZL,(Free Choice),fair dinkum,Really? or It's true.,Fair dinkum?,Since my childhood. Contemporary usage is often an affectation to appear Australian.,It can be over-used. These days it's more of an 'Aussie-signalling'.
A0114,R_2tlOO9GuuSsqG6F,(Free Choice),shit cunt or good cunt,"shit cunt is someone who is being disappointing in some way, good cunt is someone you approve of","""what a good cunt!"" - someone shouts you a beer. ""what a shit cunt"" - someone who let's you down in some way.",friendship and sporting circles,"the c-bomb, on it's own, should not be used against a woman"
A0115,R_3mgkrIP45TmIKjO,(Free Choice),Tickets (on oneself),to thik you are better or more important than others,The young footballer had tickets on himself,"all the time, ""up yourself"" is probably the less subtle version",its a bit linked to tall poppy syndrome too - can be an unfair put down at times
A0116,R_1NkzAGREIz9MyLp,(Free Choice),Devon and dead horse,Devon and sauce,,,
A0118,R_RR1Jq6KoaDpeshz,(Free Choice),mop chop,haircut,,,
A0119,R_1dgc7SpNEKoWvST,(Free Choice),Woop woop,Middle of nowhere,He lives in woop woop,Describe something that is relatively far away,"As with all Aussie slang, doesn't have to be literal"
A0120,R_rkCfSC2qbZh8g9j,(Free Choice),Flash as a rat with a gold tooth,Well being a sense of euphoria,No,Not often,No
A0122,R_XUsTTJlAA75qSFb,(Free Choice),Rort,"Be on the edge of what is legal, while taking government funds for a service you are providing badly or not at all",,,
A0124,R_RnbBBZEJNzW6IF3,(Free Choice),Hungry enough to bite the bum out of a low flying duck,Time for a Four n Twenty,As above,Forestry industry ten years ago,It's a cracker.
A0125,R_2f2t4ujFOxvXZTX,(Free Choice),frog and toad,Rhyming slang for road,"Righto, I'm going to hit the frog and toad",In jest/parody,
A0128,R_3psRJq4YTc6AShs,(Free Choice),Dad and Dave,Rhyming slang for having a shave.,,,
A0129,R_XGGt4UmDLg1oQJH,(Free Choice),Flat out like a lizard drinking,Super busy,I was flat out like a lizard drinking at work today,Husband uses this all the time,
A0130,R_2rJjl37shA7gs2M,(Free Choice),Strewth,You are kidding of that's amazing,"strewth, it is hot",When it is hot,
A0133,R_5nWwaCIw6nQ4jPb,(Free Choice),Fuckwit,Idiot.,,,
A0134,R_3Rsd5C9waaYoFwM,(Free Choice),There are lots more but I'm typing on my phone and takes too long,,,,
A0135,R_3DjRSd2O4ykTb1G,(Free Choice),"Sanger, servo, bottle-o, sambo,",,,,
A0136,R_3OoViCzR7En9FCw,(Free Choice),donga,"demountable structure, leanto, tent...",He left his hammer in the donga,Everywhere,no
A0137,R_22E3W6opjsksBz9,(Free Choice),Having a squizz,Having a look,I was having a bit of a squizz at the ocean and I saw a ship,Father,I have absolutely no idea how this word came about - but I like it
A0138,R_BxBzdvI18IQkq1H,(Free Choice),"Bewdy,",Really good,,,
A0139,R_O7Mu0YFeAbalqyR,(Free Choice),Mate,Has numerous meanings ranging from friend to a term which can cover up the fact that you don't know the other person m's name,Shut up mate!,Not context specific,
A0141,R_2BnUiiAGvuU8ElV,(Free Choice),two bob watch,"cheap, nasty, useless",That bloody new drill is as useless as a two bob watch!,,
A0142,R_2DTuHhSSyzBkswC,(Free Choice),Knackered,Tired,I was that knackered after work yesterday that I went straight to bed when I got home.,All my life.,"Many synonyms, all more or less vaguely biological/sexual - rooted, buggered, fucked, shagged"
A0143,R_3JjXKjstx6Or88W,(Free Choice),You beaut,Extra good,"Wow, that's a you beaut car you've got there",,
A0145,R_uwt2ToPTwtFP32h,(Free Choice),G'day,"Hi, hello",G'day mate,Every day,Well embedded in our language
A0146,R_2rqr4P2D2kYkCni,(Free Choice),Stone the bloody crows,I want to get rid of the noisy bloody things,Their continuous ark ark ark is driving me crackers,Im using it every day,Its a very old saying but very appropriate for my situation
A0147,R_2BwU6XEXO3BlpOJ,(Free Choice),Dinkidi,Its Australian,This FJ Holden is the dinkidi thing,,"It elevates the object to be ""more"" Australian"
A0148,R_1OTTzWNdkQprTDo,(Free Choice),goes like the clappers,go fast,she goes like the clappers,"home, community, still",nah
A0149,R_1OPkytdhXH8qyau,(Free Choice),Beaut,Good wonderful excellent,,,
A0150,R_VQEcxtyGRdrFpFn,(Free Choice),"Yarra or the more fulsome ""yarra-yarra""",Crazy (kangaroos in the top paddock),,"This expression ""yarra"" seems to be fading and I have only heard itused in the Richmond/Collingwood area.",
A0151,R_3CZeolF0eOBOj4R,(Free Choice),Too many to list,,,,
A0152,R_28GQEW9g79uAr9A,(Free Choice),You little ripper,Praise for someone,,,
A0153,R_1gnWx5FKe3oxJUh,(Free Choice),Arvo,Afternoon,See you this arvo,,
A0154,R_24b7XyhnZpvhadr,(Free Choice),As busy as a boiled sweet on-a bull ants nest,Busy,As……..,Tasmania?,
A0155,R_OIKp8n7wgxntJdL,(Free Choice),Going like the clappers,Doing things quickly.,She works like the clappers.,With colleagues,
A0156,R_1PZCnLbTZG1P3bS,(Free Choice),dragged thru a bush backwards,look untidy,you look like you have been....,all my life,
A0157,R_1opvZQ1ZjRNc2WC,(Free Choice),bonzer or bonza,,,,
A0159,R_1IT2CYXCbCz11d6,(Free Choice),Shiela,A general use name for a woman,"Mate check out the Shiela's just walked in! Mate, stunner!",At the Pub many years ago. Totally unacceptable today,Rare today
A0160,R_12inTl63U45w93q,(Free Choice),head like a bag full of arseholes,ugly person,,dunno,
A0162,R_1Le5EdCIXvEq1Cc,(Free Choice),Raw prawn,,,,
A0163,R_2EisRb4ZNcKCbpK,(Free Choice),"my giddy aunt, like to think its aussie, likely not.",dismay,oh my giddy aunt there's some lame questions in this survey,mates speak,
A0164,R_31BrWUcO2gIbqlb,(Free Choice),She'll be right mate,Everything's ok,,,
A0166,R_3E9xYRMHjTzCVSF,(Free Choice),"Few kangaroos lose in the top paddock, few sandwiches short of a picnic.",,,,
A0167,R_2XpvSWTfaqpt4Xi,(Free Choice),cobber,friend/acquaintance,,,
A0168,R_2rVjxKwYAbkLHjC,(Free Choice),Fair dinkum,Genuine/truthful,Fair dinkum?,To confirm that an item is genuine or that a statement is truthful,
A0169,R_2axnt7y9GJEqiD2,(Free Choice),Flat out like a lizard drinking,Person is very busy,I'm flat out like a lizard drinking,Hear it a lot - in a range of contexts,It's very colourful and reminds us of a favourite species
A0170,R_2c26q2MkPOXa6SH,(Free Choice),Wally,Someone that does something silly,A bit of a wally,Describing a person who has made a mistake,
A0171,R_BtxbyoVEeYbYXE5,(Free Choice),No wucking furries,No problem,,,
A0172,R_1qgQvT6kOBts1bk,(Free Choice),fuck,has several meainings/intents,Where do I start....,"daily, hourly, every sentence really.",It is an essential part of any conversation.
A0173,R_1eLg3WqfnVNPaG1,(Free Choice),Strueth,"An expression of surprise, I guess",It's really only said by itself in reaction to something,Regularly,It covers many situations and contexts. It's very Australian
A0174,R_1j6DnN3CgONd7np,(Free Choice),"Anything abbreviated e.g. brekkie, bickie, pickie",,,,
A0176,R_27QfR86g1Nw0TCE,(Free Choice),Chunder,Vomit,"Ewww, you chundered on me.",Family and friends,ESP if alcohol induced.
A0177,R_3lJk2Swp5tBweJt,(Free Choice),daks,Trousers/pants,,"everywhere especially following ""Trekkie""",
A0178,R_2fiL1Xkl4oiftM3,(Free Choice),Cobber,Mate,Getting old now. Not often used,,
A0179,R_1EX68S37p1fNZK6,(Free Choice),Derro,Vagrant,,,
A0181,R_WkTlm3yNiPezWWl,(Free Choice),Jumper,Sweater or knitted upper garment,That jumper will keep you nice and warm,Very broadly across age-groups,
A0183,R_1Ns2F0b2AJwML4v,(Free Choice),Gone bung,It's broken,My car has gone bung.,"Home, socially.",
A0184,R_AbTdB8Xndr5AeYx,(Free Choice),Arsewipe,Ratbags. Little shit,Why would he do that the little arsewipe,,
A0186,R_1j8tE0yFHixLQg8,(Free Choice),Yacka the ocker,Talk Australian,Do you yacka the ocker?,All over the place,
A0189,R_3Glc56KpjqLHhMT,(Free Choice),Stonkered,Drunk,He looks stonkered,In the house,
A0190,R_AaIdYatieH4RphT,(Free Choice),Kangaroo loose in the top paddock,Someone who is a bit weird or loony,I reckon he's got a kangaroo loose in the top paddock,Country people,No
A0191,R_sjThRJ3sAUGRJYZ,(Free Choice),Okka,He's a bloody good okka,General conversation,,
A0192,R_2b4eMhkYRgY27R2,(Free Choice),Ripper,Really good,Absolutely ripper mate,,
A0193,R_3R1IXGsEUQ7Bkdq,(Free Choice),Crack the shits / spit the dummy,"To be angry, to rant and rave.",She cracked the shits with me.,Ubiquitous.,
A0194,R_2DZvFRm7J37rR4N,(Free Choice),Eyeballs sticking out like saucers on a stick,Surprise or fright,,Growing up in the bush,No
A0196,R_295iCccKGArE1DE,(Free Choice),Fair dinkum,True,Is he fair dinkum when asking about something,Lots of times with farmers,
A0197,R_2urLArzdR29ESuG,(Free Choice),Fair Dinkum,"Legitimate, truthful, reasonable",He was being fair dinkum with me when he told me the story,As long as I can remember,
A0198,R_T0nd2u36N9Y5b2h,(Free Choice),Had a skinful,Consumed too much alcohol,,,
A0199,R_1q3q4pOMEZTRpmK,(Free Choice),boofhead,"idiot, someone who is not very bright or who as done something stupid or silly","Dave, the big boofhead, has burnt the sausages again.",My Grandmother used to tell a story about a dog she had which was called Boofhead.,
A0200,R_1LNmmsY2hrosMY4,(Free Choice),mob,a collective noun for just about any animal or group of people,can you get one of your mob to move that mob of sheep into the top paddock. it has less kangaroos in it,still use it with the missus referring to her mob (scottish),i think it is more popularly used by indigenous people for different groups of people
A0201,R_2t3iWU0VYbqwWfD,(Free Choice),Happy little Vegimites,,,,
A0202,R_xF9KoOKPVU4pIiJ,(Free Choice),pinch,have or borrow,Can I pinch one of your chips,Family member eating fried potato chips. Second family member wanting to have some of same.,"Even the word ""chips"", I think is Aussie. I'm used to calling fried potatoes ""french fries"", or ""fries"" in Canada. Potato chips (as in packaged, thin, crunchy, salted potato slices) were called ""crisps"" here previously. I think. My partner just disagreed with me. So I don't know."
A0205,R_3GBVKJ57HA70yZc,(Free Choice),Righto,Ok,Yeah righto,All the time,
A0206,R_7aFzOrPyoNcrLAR,(Free Choice),Bloody hell mate. true blue. Ridgy doo.,,,,
A0207,R_cHpOIhxab5dwXU5,(Free Choice),Gawn,Gone,,,Its annoying
A0208,R_1GKByubcNMIrNfc,(Free Choice),Sheilla,Girl,She's a good looking sheilla,By tradesmen,Used by men to express sexual attractiveness
A0210,R_3TXTSd81VwqJTaN,(Free Choice),Shortening words and adding y or o to the end.,,"Service Station = servo, break time = smoko, petrol = petty, vodka = voddy, afternoon = arvo etc",,
A0211,R_1o26r8pCcJ1k1St,(Free Choice),Doozy,It means something that is good,That party was a doozy,Random places in the past,
A0213,R_3hltxmKyEZ6SH8w,(Free Choice),Pig's arse,You have made a total pig's arse of that job,,,
A0214,R_2XnUGLQGlk22JY2,(Free Choice),Fair dinkum mate,Various but a strong agreement,Fair dinkum mate that Scott Morrison has got to be the worst pm,,
A0215,R_28D2IUU38mtTyvj,(Free Choice),Old mate,Can be someone you know and love. Or hate.,Going over to Preston tonight to see old mate,"Myself, my friends","It is used as a name. It's always ""Old Mate"", never my old mate"
A0216,R_6RUguxDL04MsaFX,(Free Choice),cobber,sort of a friend/ acquaintance,How ya goin' today cobber?,Mt granddad.,
A0219,R_1JLRGhtwoWElEfa,(Free Choice),Fair dinkum,Get serious,,,
A0220,R_11jCxBGntzRxJDL,(Free Choice),all over the place like a mad woman's custard,something is very messy,it was spread everywhere like a mad woman's custard,in my family,
A0221,R_1q9ZPM0qEb7iqnw,(Free Choice),Dead horse,Rhyming slang for tomato sauce,My husband asking the kids if they want any dead horses on their sausages,At home,
A0223,R_11hGLPiFMmuQC7e,(Free Choice),"Yeah, nah",It's like politely disagreeing,,Early adult,
A0224,R_2bVRaJ8ZeMJKrmE,(Free Choice),Maggie. Mozzie,Magpie. Mosquito,There's another bloody mozzie/magpie,Common for decades,
A0225,R_3PvsuPZQttEvhZ5,(Free Choice),"Anything shortened to a word ending in -o or -a: iso, rona",Abbreviations of longer words in frequent use,,,
A0226,R_2393HleoRjYGZSW,(Free Choice),Dinkum,,,,
A0227,R_22nTx1J9nZz2MnS,(Free Choice),wanker,,,,
A0229,R_2eWqBbiPfrY3m3F,(Free Choice),dry as a dead dingo's donger,"very dry, drought",it's as dry as a dead dingo's donger,"TV, comedy",
A0230,R_1q7z8cxUkI4MLY6,(Free Choice),She'll be right,it all works out in the end,"She'll be right, we'll get it finished tomorrow",all over the place and under various circumstances,
A0231,R_zezHx0e3z9Yrhh7,(Free Choice),Bokker,Haircut,Boy you've had a bokker,Occasionally wuth Ballarat people esp in schoolyard in 60s,
A0232,R_1kOMciOkSF1i6sA,(Free Choice),"dry as a dead dingo, dry as a cocky's mouth, flat out like a lizard drinking, fair dinkum, struth, stone the crows","thirsty(often for a beer), working hard (flat out), is that right?, surprise, unbelievable","Gasping for a drink, Fair dinkum is that what they said, struth, did that happen, stone the crows, unbelievable","family (Father) mates, friends, tradies, anywhere",
A0234,R_3FQi3H4rf0kMsdl,(Free Choice),"Mate,",,,,
A0235,R_DhGYvgQPwsorWwx,(Free Choice),Mad as a cut snake,Some one who is so angry or mad that you can not predict what they will do next,Watch out for Billy he is as mad as a cut snake,Generally in informal settings with family or friends or acquaintances,
A0236,R_30p0g37Ldug0NNW,(Free Choice),Dinkum,Real,,,
A0237,R_3fBusx87a4FaxrT,(Free Choice),Fair dinkum,That someone or something is ridgy-didge,She was a fair dinkum Aussie,Not as much in the last couple of decades.,I'd be surprised to hear my adult children use it; and even more so by my grandchildren.
A0238,R_2eR8OoadhlLALZV,(Free Choice),Have a crack,It means having a go at a task that may be too much for you,Have a crack at that mate!,In general conversation with friends/workmates,No
A0239,R_1gdQgblPsD0iopJ,(Free Choice),Bob's your uncle,All fine,"Just fill in this form, take it over there, and bob's your uncle",By my partner,
A0240,R_3p4Onl12It6Ofdg,(Free Choice),He is a dinkum Aussie,He is a true blue bloke,"He is a dinkum Aussie, I would trust completely.",50s to today Melbourne,
A0241,R_2X4D0GGKprf83MJ,(Free Choice),Shovelling shit uphill,Getting nowhere on a job or it is too difficult,You're shovelling shit uphill with that mate.,In the army in the 60's,
A0242,R_1o0WtAO1yH3YA4q,(Free Choice),Cocksucker,He/she ingratiates themselves with the boss,You're a cocksucker,In workplaces,
A0243,R_3s0ISroQWpR1DkQ,(Free Choice),bogan,a person with no manners or education,nope,everywhere and anywhere,i believe this is typically an Australian word not found in any part of the world
A0245,R_QccKEJNc35uXyrT,(Free Choice),Reckon,Think,I reckon it's a good idea to use sunscreen.,Daily in Australia (but not at all when I lived overseas),I had no idea it was an Australian word until I lived overseas.
A0246,R_3DkjMNdqytglICQ,(Free Choice),Wanker,A fool,Our Prime Minister is a wanker,Whenever he's on TV,
A0247,R_514DnWSvJSImXXH,(Free Choice),A roo loose in the top paddock.,He's crazy.,He's behaving like there's a roo loose in the top paddock.,,
A0250,R_3hi41t0ib4PNX7B,(Free Choice),Out the back of whoop whoop,A long way away,We don't catch up very often because She lives out the back of whoop whoop,I use it,The brits don't seem to understand it
A0251,R_WjGKzIl7hwUX7EZ,(Free Choice),"newer Australian versions of rhyming slang; phrases taken off the tv like ""Not happy, Jan.""",,,,
A0252,R_3e5mzT6lAFI5ENR,(Free Choice),Mate,"Either friend, or potential adversary - depends on tone of voice","Common, but usually nuanced",All the time,I deliberately avoid the term given its loaded history
A0253,R_29vnZP1x4LJtwcd,(Free Choice),Cove,Man,I meet a cove the other day.,Conversations 1960s,
A0256,R_NXCTAGZZDsrzUxX,(Free Choice),Swagman,Tramp,Common,,
