participantID,responseID,prompt,slang,meaning,exampleUsage,whenWhereUsed,additionalNotes
A0070,R_XvlWwDrRnhLBJfP,Attractive Female,Unicorn,,"Mate. Don't be a prick, you know she's a unicorn, right?, !?",Pubs mostly,"Specific to women who are hot, but not self involved arseholes."
A0071,R_32XcZs2W9ieDJa0,Attractive Female,gorgeous,,,,
A0072,R_0SxfCfjWIo7F5Sx,Attractive Female,babe,,She's a hot babe.,By blokes when they are talking about attractive women.,"I think this term is on the derogative side in that babes are, well, babies, so there's no status or recognition of equality. Many partners call each other 'babe' affectionately as well, which has more a protective/affectionate connotation, but I don't use the term as it conquers up infants for me."
A0073,R_1jxie8IO9rqbtXj,Attractive Female,A looker,,Wow she's a looker,When a guy notices a female he doesn't know in public,
A0077,R_2xPfjOiYJr6yHMy,Attractive Female,A colossal bit of skirt.,,That sheila's a colossal bit of skirt.,"Television, a long time ago.",Sorry - should've put the previous answer here.
A0078,R_31TpKHyzxG0mIN6,Attractive Female,Looker,,She is a good looker,Social conversations in country victoria,Babe could also be used
A0087,R_10phZFVkMGOweNR,Attractive Female,Doll,,She's a doll,In a pub,
A0091,R_27EA2S6Almc2Skh,Attractive Female,Doll,,She's a real doll.,Since American influence in our social lives. Probably WW11 and GI's use.,You can add adjectives like 'living doll'.
A0094,R_1n12A76vAUjeEVq,Attractive Female,Baddie,,She's a baddie,Within social groups and very often online,
A0097,R_3EMYk3cW3Sjs4tn,Attractive Female,Cutie,,She's a cutie,Usually young guys in the street or at shopping centres,
A0099,R_UgA3LsYlYHttJfj,Attractive Female,Sheila,,,Older Australian song,Not too sure about this one
A2433,R_2rCMHFRJSvewalT,Attractive Female,Stunner.,,What a stunner.,I'm guessing from my time in the country.,
A2336,R_3exchMtSBh2HNCp,Attractive Female,Stunna,,She's a stunna,,
A2436,R_1qevp6b9qLkpRhk,Attractive Female,"I was meant to hit No, sorry",,,,
A2437,R_3JgBOpdr3FW0Q6u,Attractive Female,Beaut,,She's a beaut,Casual conversations in bars,Beaut is used to describe a lot of things as being great and not only a female's level of attractiveness
A0109,R_2zHLSjP1xmMQzRX,Attractive Female,Fit,,She is fit,My house / Australia,It is used by the young people these days
A0111,R_SVmaqn9rq9WhhtL,Attractive Female,Beauty,,"""You beauty""",In the streets,
A0112,R_1DBdvsmt1hPAUPb,Attractive Female,gorgeous,,shes so gorgeous,,
A0113,R_2ylWzaL2XMQ1zZL,Attractive Female,good looker,,She's a real good looker.,"More in my childhood, in social circles, applied by males - often when amongst their peers.","It felt bad to hear it, in retrospect, I felt the objectification, that I had something to measure up to - it was a feeling of discomfort."
A0114,R_2tlOO9GuuSsqG6F,Attractive Female,stunner,,that girl is a stunner,"in friendship circles, by men discussing women",no
A0115,R_3mgkrIP45TmIKjO,Attractive Female,Glam,,She was an absolute glam,Peers - obv short for glamourous but my mum would say glamourpuss so could be from that,its about looks not fashio you can be a glam and not be glamorous per se
A0118,R_RR1Jq6KoaDpeshz,Attractive Female,good looking' sheila,,,,
A0119,R_1dgc7SpNEKoWvST,Attractive Female,Babe,,,,
A0120,R_rkCfSC2qbZh8g9j,Attractive Female,Stunner,,She is a stunner,Work,No
A0124,R_RnbBBZEJNzW6IF3,Attractive Female,Sheila,,Blokes and sheilas lunching at the pub,Meeting recently at local hotei,No
A0125,R_2f2t4ujFOxvXZTX,Attractive Female,stunner,,She's a real stunner,Not sure,
A0129,R_XGGt4UmDLg1oQJH,Attractive Female,Stunner,,What a stunner,,
A0131,R_3kFf6a7W56ZlC3k,Attractive Female,spunk,,She'sa spunk.,,
A0133,R_5nWwaCIw6nQ4jPb,Attractive Female,Good lookin sheila.,,She was the best good lookin sheila there.,,Unfortunately sheila is a dying word.
A0134,R_3Rsd5C9waaYoFwM,Attractive Female,Spunk,,She's a spunk,70s mainly,
A0135,R_3DjRSd2O4ykTb1G,Attractive Female,Sheila,,See that sheila,Not recently,
A0138,R_BxBzdvI18IQkq1H,Attractive Female,Hornbag!,,She's such a hornbag!,,
A0141,R_2BnUiiAGvuU8ElV,Attractive Female,all-right,,Oh Dave's sister is a bit of all-right,,
A0143,R_3JjXKjstx6Or88W,Attractive Female,Good sort,,,,
A0145,R_uwt2ToPTwtFP32h,Attractive Female,Stunner,,As before,,
A0146,R_2rqr4P2D2kYkCni,Attractive Female,Good looking sheila,,She's a good looking sheila.,,
A0147,R_2BwU6XEXO3BlpOJ,Attractive Female,Beaut.,,She is a beaut one,Recently,
A0148,R_1OTTzWNdkQprTDo,Attractive Female,good lookin' sheila,,"mate, she's a good lookin' shiela","often as a youngun in community, rare now",no
A0150,R_VQEcxtyGRdrFpFn,Attractive Female,Seriously rootable,,,,
A0154,R_24b7XyhnZpvhadr,Attractive Female,Stunner,,,,
A0157,R_1opvZQ1ZjRNc2WC,Attractive Female,a looker,,,,
A0159,R_1IT2CYXCbCz11d6,Attractive Female,Same as general. Stunner,,"Check out the stunner, just walked in",General use,No
A0160,R_12inTl63U45w93q,Attractive Female,easy on the eyes,,that woman is easy on the eyes that's for sure,dunno,
A0162,R_1Le5EdCIXvEq1Cc,Attractive Female,Spunk,,,,It Sounds a bit gross when I write it down
A0164,R_31BrWUcO2gIbqlb,Attractive Female,Stunner,,She's a stunner,A lot,
A0167,R_2XpvSWTfaqpt4Xi,Attractive Female,good looking sheila,,,,
A0170,R_2c26q2MkPOXa6SH,Attractive Female,Fox,,What a fox,"At social event, men comparing looks",
A0172,R_1qgQvT6kOBts1bk,Attractive Female,stunna,,"my mate's new missus, she's an absolute stunna","pubs, general conversation",no
A0173,R_1eLg3WqfnVNPaG1,Attractive Female,Stunner,,She's a stunner,Regular use,Not sure if it's quintessentially Australian
A0176,R_27QfR86g1Nw0TCE,Attractive Female,Chick,,We might meet up with some chicks,When I was young,Not used much now
A0177,R_3lJk2Swp5tBweJt,Attractive Female,Good looker,,,,
A0180,R_3GCjR6lifziVPrg,Attractive Female,Hot,,She's hot,Popular culture,
A0181,R_WkTlm3yNiPezWWl,Attractive Female,Soft on the eye,,Have a look at her - she's soft on the eye,Older males,
A0184,R_AbTdB8Xndr5AeYx,Attractive Female,Looker or stunner,,She's a bit of a....,General conversation,
A0187,R_2EpjvvSzyXKMbYw,Attractive Female,11,,She's an 11,,
A0188,R_3M09UTK7Za0PBtg,Attractive Female,Stunner. As per previous,,,,
A0189,R_3Glc56KpjqLHhMT,Attractive Female,Stunner,,She's a stunner,On TV,
A0190,R_AaIdYatieH4RphT,Attractive Female,Hottie biscotti,,,Favourite of mine,Obviously borrowed from our proud wog history
A0191,R_sjThRJ3sAUGRJYZ,Attractive Female,good looking Sheila,,Look over there at that good looking Sheila,General conversation,
A0196,R_295iCccKGArE1DE,Attractive Female,She's a stunner,,,At the football,
A0197,R_2urLArzdR29ESuG,Attractive Female,Glamour,,She's a bit of a glamour,Various from 90's,
A0200,R_1LNmmsY2hrosMY4,Attractive Female,she's a bit of alright,,check out the bird in the corner she's a bit of alright,still do but less often usually only in male company,
A0201,R_2t3iWU0VYbqwWfD,Attractive Female,Good looking chick,,,,
A0205,R_3GBVKJ57HA70yZc,Attractive Female,A bit of alright,,She's a bit of alright,Pubs mostly,
A0207,R_cHpOIhxab5dwXU5,Attractive Female,Bit of alright,,,,
A0208,R_1GKByubcNMIrNfc,Attractive Female,Bonza chick,,"Corr, she's a bonza chick",Film and tv,Nup
A0209,R_28XM1RTkY4VPWtY,Attractive Female,Good looking shiela,,When guys spot an attractive new girl,Group for men,No
A0210,R_3TXTSd81VwqJTaN,Attractive Female,Hot chick,,Check out that hot chick over there,Commonly used,
A0211,R_1o26r8pCcJ1k1St,Attractive Female,Yummy mummy,,The yummy mummy down the road,Media (a decade ago) mostly,I hate it
A0215,R_28D2IUU38mtTyvj,Attractive Female,Bit of alright,,That new driver is a bit of alright,At work in our lunchroom,It is used for either gender by either gender. Not necessarily sexual
A0216,R_6RUguxDL04MsaFX,Attractive Female,good lookin' sheila,,She's a really good lookin' sheila.,probably in early tv shows,Can't recall any of my family using this term.
A0218,R_2f219OZdfKvkuXN,Attractive Female,Spunk,,She's a real spunk,As long as I can recall,Probably dropped out of common usage thankfully
A0220,R_11jCxBGntzRxJDL,Attractive Female,she's pretty tidy,,his wife is pretty tidy (said in admiration),by my husband,
A0222,R_3NwB5bVDqtaZdaA,Attractive Female,heart breaker,,she's a heart breaker,talking to friends,
A0223,R_11hGLPiFMmuQC7e,Attractive Female,Looker,,She's a bit of a looker,,
A0225,R_3PvsuPZQttEvhZ5,Attractive Female,Good looking Sheila,,She's …,Very old fashioned. Haven't heard it got a long time,
A0227,R_22nTx1J9nZz2MnS,Attractive Female,good sort,,,,
A0228,R_31WZ8fndkYOzRcV,Attractive Female,bit of a looker,,,,
A0229,R_2eWqBbiPfrY3m3F,Attractive Female,Shiela,,,,
A0231,R_zezHx0e3z9Yrhh7,Attractive Female,Stunner i think is American,,A stunning sheila,Pub,Sheila only rarely used
A0232,R_1kOMciOkSF1i6sA,Attractive Female,"top sheila,",,isn't that obvious?,"Come On! social, family",
A0235,R_DhGYvgQPwsorWwx,Attractive Female,Stunner,,She's a stunner,"Last heard it, Maybe on TV as I'm not in the right age group for this word",
A0238,R_2eR8OoadhlLALZV,Attractive Female,She's hot,,She's a really hot looking woman,Everyday with friends,No
A0240,R_3p4Onl12It6Ofdg,Attractive Female,See previous answer,,,,
A0241,R_2X4D0GGKprf83MJ,Attractive Female,Good sort,,A looker,A keeper,
A0242,R_1o0WtAO1yH3YA4q,Attractive Female,She's a nice sheila,,,Common,
A0244,R_1dz6hC8lQk7jzKP,Attractive Female,"Looker, Stunner",,,,
A0245,R_QccKEJNc35uXyrT,Attractive Female,Stunner,,Check out the sheila. She's a real stunner.,Most of my life but not recently.,Short for stunning.
A0246,R_3DkjMNdqytglICQ,Attractive Female,A bit of all right,,,,
A0250,R_3hi41t0ib4PNX7B,Attractive Female,Good looking Sheila,,She's a good looking sheila,"In my uni days, on tv",Don't hear it so much now
A0252,R_3e5mzT6lAFI5ENR,Attractive Female,A looker,,She's a real looker,From friends,
A0253,R_29vnZP1x4LJtwcd,Attractive Female,Sheila,,She's a great looking Sheila,1990s,
A0254,R_77gMS9VuzpNoeSR,Attractive Female,looker,,She's a bit of a looker,,
A0257,R_2V7u7n6cY2kN3jp,Attractive Female,hornbag,,she's a real hornbag,kath and kim,I don't like it much - maybe it applies more to men?
A0258,R_3gR5yfZKevQG1T7,Attractive Female,She's a bit of alright,,"Check her out, she's a bit of alright.",No specific memory,
A0260,R_1dKBQ7AfwvHwKMY,Attractive Female,hot chick,,she's a hot chick with legs all the way up to her armpits,everywhere,
A0262,R_2dz232aPEMq1bcb,Attractive Female,Sheila,,See previous.,,
A0263,R_3p4HEhwGe1Kle24,Attractive Female,Babe,,She's a babe,Generally in society,Probably American in origin
A0266,R_3spLCt03LVBz4xA,Attractive Female,A hot shiela,,This really hot shiela comes towards wearing a bikini and I just went weak at the knees.,More so in the 80s.,
A0267,R_2Qh5YAuIJGNLspg,Attractive Female,stunner,,she is a stunner,,
A0268,R_29jrzLUzP31olOI,Attractive Female,good looking sheila,,,,
A0269,R_31vf50argU37AzF,Attractive Female,head turner,,,,
A0270,R_yIyTQgst0ZYTXQ5,Attractive Female,Cracker,,She's a cracker!,Frequently; in many places,
A0271,R_tG3cKvKFhCYZ6TL,Attractive Female,Stunner,,That Sheila's a stunner.,Grandparent,Still used at appropriate times.
A0273,R_sGSwpet1PVe4cP7,Attractive Female,Sheela,,,,
A0275,R_30vZOPspOGnCRnI,Attractive Female,Stunner,,She's a stunner,,
A0277,R_2Qln9slpDyvWmM6,Attractive Female,A bit of alright,,Tom's new girlfriend is a bit of alright.,Childhood,Polite company expression rather than sexualised crudities.
A0279,R_2f6tRnzR2OwFjsD,Attractive Female,Drop dead gorgeous,,"Wow, she's drop dead gorgeous!",I haven't heard it used for years,Probably gone out of date
A0280,R_1LbMEZ4q4e81j4y,Attractive Female,Tasty,,Tasty bit of kit,Discussing good looking bird,Very useful
A0281,R_1ovSt2EI8imuaxH,Attractive Female,"Spunk, horn bag",,Refer previous page,Refer previous page,No
A0284,R_em5lN2BYhCZaYqR,Attractive Female,See previous answer,,,,
A0286,R_3frDmt2uozbNXl2,Attractive Female,Horn bag,,She's a horn bag,,
A0287,R_20SYwpIGYgpFsw1,Attractive Female,Stunner,,,,
A0288,R_3PdHqcpdpnFNuqU,Attractive Female,Stunner,,That cheryl down the pubs a bit of a stunner aint she,Many times to describe women,No
A0290,R_aXFoUUTxy2zOSKl,Attractive Female,Stunner,,She's a real stunner mate.,1965-75,
A0291,R_w1wuXq2QcixaoaB,Attractive Female,"Chick, more recently awsome chick",,I met an awesome chick last satterdey,No longer really common but used extensively late last century,
A0292,R_oZ5ZhXXQcpvfkUV,Attractive Female,Spunk,,She's a spunk.,1970s and 1980s Sydney,It was also used for an attractive male.
A0295,R_2taQBy9dr5TKJQ9,Attractive Female,That shelia is easy on da eye.,,Real eye candy,,
A0298,R_31yLnliqP3fyGBU,Attractive Female,Looker,,Check out that looker,,
A0300,R_1f1SF1wHp1ab5Cw,Attractive Female,looker,,"wow, she's a looker.",Not for many years.,
A0303,R_1jfx7AOF98Lxetf,Attractive Female,Hottie,,,,
A0304,R_1o5CsL08AypyrsC,Attractive Female,Hot,,She's hot.,"In later years, Everywhere.",
A0307,R_3IY7LEzR14zZsA3,Attractive Female,A good sort.,,,,
A0308,R_2BxET5fPDG5PQME,Attractive Female,A beauty,,Omg she's a beauty.,Growing up,Don't use to describe women
A0310,R_0liRZp9baDufLhf,Attractive Female,Good looking sheila,,See above,I use it when I can,I am selective about when I use Aussie slang - sometimes people don't 'get it/geddit' or it may offend.
A0312,R_2CHPFiPVnvahWow,Attractive Female,Spunk,,She's a spunk,Growing up locally,No
A0316,R_eUTyqqfGLod3Bux,Attractive Female,stunna,,she is a stunna to look at,,
A0317,R_Bsahyyjajiw1JWV,Attractive Female,Sprog box,,She's a total sprog box!,As a teenager in Orange NSW.,I thought sprog was like spunk but no! The girl is worthy of filling her box (vagina) with sprogs (babies)
A0318,R_1GBPZiCqZkki7t0,Attractive Female,Good sort,,,,
A0321,R_3qKjFVSoDxvedfV,Attractive Female,A looker,,,,
A0324,R_QmE01Y5exUClFwl,Attractive Female,paris model,,,early 1960s sydney,
A0326,R_doFhewflSJspmjD,Attractive Female,Hornbag,,She's a bit of a hornbag.,Kath and Kim,no
A0327,R_3kBAmbiDoNcF5FQ,Attractive Female,hornbag,,she's a bit of a hornbag,"by blokes, not well educated ones",
A4391,R_1nTvcCD6gypKn7E,Attractive Female,Rather not say,,,Often,It's totally inappropriate
A0335,R_3fYIyp7KdWY02cQ,Attractive Female,Skank,,,,
A0337,R_24NTR1K3M3AHPaN,Attractive Female,Good lookin chick,,,,
A0341,R_XgP26zsU11kiYE1,Attractive Female,eye candy,,referring to a very attractive person or object,,
A0343,R_3KrTi7JlSJ8rVg8,Attractive Female,Drop dead gorgeous,,That woman is drop dead gorgeous.,Friends,
A0348,R_2Wv429pkOtutucN,Attractive Female,Top chick,,,,
A0350,R_125dNrIQyzmYgxM,Attractive Female,see previous,,,,
A0351,R_2rjC4RecDTwI0pt,Attractive Female,Prize pony,,,,
A0353,R_1pYyIJXs28yccMv,Attractive Female,Used it in last answer,,,,
A0354,R_1P1UY5w2eV1TEeo,Attractive Female,That Sheila is stunning,,,,
A0355,R_2bIrvPtfwYUv6NZ,Attractive Female,A good sort,,His first girlfriend was a good sort.,My grandfather mainly,Its very old fashioned. Not used at all by young people.
A0356,R_28BBme9E2stZ8il,Attractive Female,A stunner,,She's a stunner or a bit of a stunner.,Just in comments about a female passing by!,
A0358,R_2c12TLFAIlGJRuA,Attractive Female,dish,,She's a real dish,Rarely today,
A0359,R_2UVNLhQxY2zICp5,Attractive Female,stunner,,My girlfriend is a stunner,Schoolyard,
A0360,R_3fcx0jQQaSauhnq,Attractive Female,Stunner,,She's a stunner,Growing up 1960's,No
A0364,R_yr46rPEuTBCcOHv,Attractive Female,A good sort,,,,
A0365,R_1pAqriXH6MtO17V,Attractive Female,Smokin',,"Is she a hottie? Mate, she's Smokin!",Every time I introduce my girlfriend,
A0368,R_b1xmF5xpMvrDFfj,Attractive Female,Sort,,She's a sort,Young adult,
A0369,R_VVWbwmZVfCsz6hj,Attractive Female,Spunk,,,Was strictly a male description as a kid but started to hear it used to describe women. Not so much now,
A0372,R_3jUJE7gPf3kqbGQ,Attractive Female,Bird,,She's a good looking bird,"My father used to use it a lot. Again, back in the 70s. You don't hear it much any moe.",
A0378,R_1JW5DtmzWMyKdwM,Attractive Female,"Sheila, shazza",,Have a look at that shazza,Mostly in my 20's,It's abbreviated to shaz
A0379,R_2saw8fDhZaEqaIC,Attractive Female,looker,,aint she a looker,First read it in C J Dennis verse,no
A0381,R_xapQTtfsd8GKxLr,Attractive Female,easy on the eye,,,,
A0383,R_2xJfuaZxIk3Ld9B,Attractive Female,rather not say,,,,
A0386,R_3iIjYpNaBb4y6xO,Attractive Female,totty,,the totty count is very high here tonight,first heard in the 1990s - in QLD,
A0388,R_9vlOeRrnaZpohZT,Attractive Female,"""Not a bad sort""",,"""She's not a bad sort""",,"Can also mean that she's a pleasant person to be with (as in behaviour, attitude)"
A0389,R_1FQZYrTrsgL62Cm,Attractive Female,glamour or glam,,Johnno's new girlfriend is a real glamour.,to describe an attractive woman. She's a bit of a glam.,glamourous used badly in terms of grammar.
A0396,R_1C3edwbsDFDFUZI,Attractive Female,Sheila,,That sheila's a bit of alright,"Older generations, sexist connotations",
A0398,R_2t4Nwbv4U5EdYvQ,Attractive Female,Stunner,,She's an absolute stunner,Long time,
A0401,R_262u0RqwdZQhB09,Attractive Female,Beaut sheila.,,That's a beaut sheila.,Can't recall.,
A0403,R_ZdFaYEZjqFMW7Gp,Attractive Female,good looking sheila,,Look at that woman over there- she is a good looking sheila,Used by men at the pub but have not heard it for awhile,
A0405,R_1P8iEgwaCwB8i6R,Attractive Female,smokin hot,,that chick is smokin hot,amongst the guys,
A0406,R_3fDcUBxKCrb6gtE,Attractive Female,Stunner,,She won the beauty contest: she is a real stunner.,Mainly workplace,No
A0408,R_3iKGxvWskwqSMiP,Attractive Female,Stunner,,As before,,
A0410,R_1gHDLwRSNhD7tJ9,Attractive Female,grouse-looking shiela,,,,
A0411,R_1mxd4LyLrdZOM7v,Attractive Female,Ah... I see... Conflated this (and probably the next) with the last Q.,,See prev.,,
A0412,R_2oAJ2H6JTsoZuYp,Attractive Female,Sheila,,Sorty must have answered previous question incorrectly.,,
A0417,R_AcdHzaC8Yl3EE6d,Attractive Female,good sort,,That Titmus kid's a good sort and she can swim too.,common parlance in my age group at least,
A0418,R_3DwqGDJvyolxfQ2,Attractive Female,good looking sheila,,my sister is a good looking sheila,more common between and around tradies,
A0419,R_24xfvSebkiqUAHB,Attractive Female,Only hot or eye candy,,,Several times but not uniquely Australian?,
A0421,R_24dbpSKXvb28pX3,Attractive Female,stunner,,someone is a stunner,,short for stunningly beautiful
A0423,R_1rpELc9gZmMC268,Attractive Female,Honey?,,,,
A0424,R_3Q7eng9ayNg5BDP,Attractive Female,A looker,,She's a looker. Scrubs up well.,Mostly in tv and movies.,No
A0428,R_3nN0XXAmu6EnifM,Attractive Female,babe,,She's a babe,Casual conversation,used in Australia but sounds more like an Americanism
A0429,R_1EjwzgOT6vjTWah,Attractive Female,good looker,,,,
A0435,R_3JKMstEn0yLifqU,Attractive Female,Stunner,,She's a stunner,,
A0436,R_1dji2guDG3lrU7G,Attractive Female,Knock out,,She was a real knockout,,
A0442,R_efyyipAhQ2BgssF,Attractive Female,Good sort,,She's a good sort,Rural Australia,No
A0447,R_1NqSRKbHkKNUC1f,Attractive Female,Looker,,She's a looker,On construction sites,
A0451,R_1hYkvd6zvJZHB5Q,Attractive Female,She's easy on the eyes,,As above,In casual conversation. Not for many years,
A0455,R_01CikfOZ9nIzLWx,Attractive Female,hot chick,,Did you see that hot chick?,Many years ago,Maybe no just Aussie
A0460,R_3gNMI4xXBnWAGP7,Attractive Female,Sheila,,You're a bonza Sheila,"In London, by the English, trying to speak Australian to me",
A0463,R_p6rjaGv4CL7mIi5,Attractive Female,"Again, Hornbag.",,Please refer to my previous response.,,
A0468,R_URwDwueWHqOUfhT,Attractive Female,"looker, glamour",,see last question,life,no
A0471,R_3e5mdxb7U7CES8H,Attractive Female,good sort,,,,
A0473,R_1K9Y8pqqEuFIeGN,Attractive Female,Looker,,Now she's a bit of a looker,Probably in the 50s/60s when out and about,
A0474,R_1gc3gxe5TDmtJxN,Attractive Female,Hot chick,,Check out this hot chick!,Everywhere,No
A0475,R_2bOUQeG3lKQeCiF,Attractive Female,Hottie,,She's a hottie.,,
A0477,R_1dvruT2BYV3PE02,Attractive Female,hornbag,,"""She's a real hornbag"".",At work,circa 1990's
A0478,R_2zYKsMRSVEwAb7E,Attractive Female,Honey,,she's a Honey,I use it,
A0481,R_WkYapgYJpAfj7nH,Attractive Female,Hot. A babe.,,Everywhere and not specifically Aus.,Someone younger would know more.,
A0482,R_8bSojXwhmmvNYbL,Attractive Female,good looking sheila,,Who was that good looking sheila I saw you with last night?,1960s 70s Sydney,dated
A0483,R_3hb9wbNf9PpYMjE,Attractive Female,Sort,,She's a good sort,Occasionally these days.,No
A0484,R_Q3uVMmHkYQBrAZz,Attractive Female,Looked,,She's a looker,Older men,Young kids say she's hot wicked etc
A0485,R_3PaHWoy5PLCBvCg,Attractive Female,Stunner,,"She'd look good in a wheat sack, she's a total stunner.",Often and by both sexes.,Not sure if this is uniquely Australian?
A0486,R_1laCsIbn2m9tDfh,Attractive Female,good lookin Sheila,,Wow she's a good lookin Sheila,at the swimming pool,
A0487,R_BR0QcbPpN5te93j,Attractive Female,hornbag,,That sheila is a real horn-bag.,Mmm not that often but IRL as well as (typical) Aussie moves etc,It is probably a bit politically incorrect but it is pretty complimentary if you don't mind the sexual aspect
A0492,R_20URf7IAnPU1yGT,Attractive Female,Chick,,I am watching a Chick flick,,
A0494,R_3x8kscqVcrStdUl,Attractive Female,Good looking Sheila,,She's a good looking Sheila,NSW,
A0495,R_2S7jhSJ0EVkTFOE,Attractive Female,not a bad bit of gear,,"Pauline Hanson is an ugly example of Aussie womanhood, but Tanya Plibersek is not a bad bit of gear!","Common decades ago, not now.",It's sexist rubbish and I'm glad it's rarely heard.
A0496,R_2cdxjIAuZuPEkWF,Attractive Female,babe,,what a babe,guys,
A0502,R_4H1yHx9zKGK6I9z,Attractive Female,Stunner,,"Oh, she's a stunner, mate.",Amongst friends from the 1990's to today,no
A0503,R_rqLzxjK2vwL2t1v,Attractive Female,See previous,,See previous,,
A0504,R_1HoSOmzAioPWfRs,Attractive Female,Spunky Sheila,,"Wow, she's a spunky Sheila!",Usually when a group of men get together,It uses the spunk reference and Sheila is a gender label
A0508,R_Tq1IFWUTFgAWunT,Attractive Female,Horny,,She's horny.,79s to now again,
A0510,R_25XZq7ONQynFiUN,Attractive Female,grouse sheila,,,,
A0511,R_3O7FknzH0gs54iu,Attractive Female,DORIS,,HAVEN'T SEEN A DORIS IN WEEKS,"40+ YEARS AGO, BY A STUDENT",
A0514,R_3G0rIj9We3pQLWt,Attractive Female,Good sort,,,,
A0515,R_2t5VJzeUh1jJC5d,Attractive Female,Stunner,,She's a real stunner,"Still in current use, say in a pub, social setting among blokes",
A0516,R_1N48VSV9F40QduM,Attractive Female,slashing drop,,One of em's a slashing drop,"""Gone Fishin"" by Nino Culotta (John O""Grady)",
A0520,R_3oLo35G8mso5uCq,Attractive Female,Stunner,,She's a stunner!,Casual speech,Is this Aussie slang? Can't really think of any others
A0521,R_2bTZpsSS3lZrNID,Attractive Female,Good on the eye,,She looks good on the eye.,,
