StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,ExternalReference,DistributionChannel,UserLanguage,Q1,Q3,Q4,Q11,Q12,Q6,Q8,Q10,Q100,Q119,Q66,Q67,Q68,Q101,Q120,Q73,Q74,Q75,Q102,Q121,Q78,Q79,Q80,Q103,Q122,Q83,Q84,Q85,Q105,Q123,Q88,Q89,Q90,Q104,Q124,Q93,Q94,Q95,Q145,Q141,Q142,Q143,Q144,Q106,Q125,Q98,Q99,Q100.1,Q107,Q126,Q103.1,Q104.1,Q105.1,Q107.1,Q127,Q108,Q109,Q110,Q111,Q128,Q113,Q114,Q115,Q116,Q129,Q118,Q119.1,Q120.1,Q121.1,Q130,Q118.1,Q123.1,Q124.1,Q125.1,Q29,Item,Meaning,Example,Where/when,Comments,Another?,Q38,Q39,Q40,Q41,Q42,Q43,Q44,Q45,Q46,Q47,Q48,Q49,Q50,Q51,Q52,Q53,Q54,Q55,Q56,Q57,Q58,Q59,Q60
2021-07-16 14:38:25,2021-07-16 14:39:51,Survey Preview,100,85,True,2021-07-16 14:39:51,R_Qhc3wAqeyk6VG4V,,preview,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-19 23:47:44,2021-07-19 23:56:23,IP Address,100,519,True,2021-07-19 23:56:24,R_3MarUAEXgFBBuGf,,anonymous,EN,Yes,40 - 60,,Woman,,3145,No,Bankstown NSW,Yes,shit hot,My performance was shit hot.,Lots,no,Yes,fucked,The covid situation in NSW is fucked,everywhere,no,Yes,fucking idiot,My brother is a fucking idiot.,everywhere,no,Yes,hottie,Brett Sutton is a hottie.,Facebook,,Yes,drop dead gorgeous,She is drop dead gorgeous,everywhere,,Yes,spunk,Brett Sutton is a spunk,,,Yes,hit with the ugly stick,he was hit with the ugly stick,,,Yes,"up themselves, doesnt think their shit stinks",,,,Yes,rubbish,gladys' covid policy is rubbish,,,Yes,"piss, grog",,,,Yes,"pissed, under the weather, drunk",,,,Yes,bludger,,,,Yes,"willy, cock, todger, tommy, thing, dick",penis,,,,Yes,"fanny, vag",vagina,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-20 00:20:42,2021-07-20 00:36:13,IP Address,100,931,True,2021-07-20 00:36:13,R_3pmQPCnOfdyR2No,,anonymous,EN,Yes,Over 60,,Man,,,Yes,,Yes,Bonza,He is a Bonza person,I use it myself,,Yes,Crap,That explaination is crap,I use it myself,,,,,,,Yes,Stunner,That girl is a stunner,I use it myself,,Yes,drop dead gorgeous,That Bird is drop dead gorgeous,I use it myself,,No,,,,,No,,,,,Yes,Dickhead,That guy is a total dickhead,I use it myself,,Yes,Bunk,That story is total bunk,I use it myself,,,,,,,Yes,Pissed,That person is pissed,I use it myself,,Yes,Bludger,That bastard is a total bludger,I use it myself,,Yes,Scon,Head,He got hit on the Scon,I use it,,Yes,Nut,Your head,Got hit on the nut,I use it,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-20 01:47:21,2021-07-20 02:08:20,IP Address,100,1259,True,2021-07-20 02:08:21,R_3qVjXWdknzHy4j5,,anonymous,EN,Yes,Over 60,,Man,,6159,No,South Australia - Adelaide and a number of country towns,Yes,a bottler,His kick was a bottler,growing up in South Australia,,Yes,bloody awful,The food was bloody awful,throughout my life,,Yes,thick as two planks,"Mate, he is as thick as two planks","throughout my life, but less frequently in recent years",,Yes,a real looker ,The new girl is a real looker,no particular time or place,,Yes,a dish,"woe, what a dish she is",,,Yes,a pretty boy,,,,Yes,ugly as sin,His wife is as ugly as sin.,,,Yes,up him[her]self,He is so up himself,in adult life across Australia,,Yes,crap,What a lot of crap that was!,,,Yes,grog,Just going down to pick up some grog ,throughout my life,,Yes,blotto,He was totally blotto,in adult life,,Yes,a slacker,He has always been a slacker,everywhere,,Yes,the scone,the head,The ball hit him right on the scone,no particular time or place,,Yes,God stone the crows,An exclamation of frustration or exasperation,"God stone the crows, how much longer do we have to wait",all my life,,Yes,a galah,someone acting stupidly or irresponsibly,Look at that bloody galah!,throughout my life,,No,,,,,,,,,,,,,,,,,
2021-07-20 02:04:20,2021-07-20 02:21:34,IP Address,100,1034,True,2021-07-20 02:21:34,R_3rGNrQUp49FGe48,,anonymous,EN,Yes,40 - 60,,Woman,,6010,No,Broken Hill NSW ,Yes,Bonza ,This beer is bonza ,Country towns,,Yes,Shithouse,That meal was shithouse,Regional towns,,Yes,Galah,You forgot your hat you bloody Galah,,,Yes,A bit of alright ,"Check her out, she’s a bit of alright ",,,No,,,,,,,,,,Yes,Half eaten pasty ,She is as ugly as a half eaten pasty ,,It could just be used by my family …. ,Yes,Figjam,Check out figjam over there ,,It stands for “F&$k I am good just ask me” ,Yes,Bull shit ,Tell her she is full of bull shit ,,,Yes,Piss,Tonight we are going to get on the piss ,Pub ,,Yes,Maggoted,He left because he was maggoted ,Pub,,Yes,Bludger,He won’t be any help because he is just a bludger,,,Yes,Scone,Head,Don’t tell him that he will get a big scone ,,,Yes,Drongo,Idiot ,"He is think, he is just a drongo ",,,No,,,,,,,,,,,,,,,,,,,,,,,
2021-07-20 02:04:02,2021-07-20 02:27:29,IP Address,100,1407,True,2021-07-20 02:27:30,R_1mK8kLtcwTvho8W,,anonymous,EN,Yes,40 - 60,,Woman,,6014,No,6060,Yes,Ripper ,What a little ripper (referring to a good child) ,On Australian tv shows ,Often used with ‘bloody’ before it (bloody ripper),No,,,,,Yes,As thick as two short planks,He was as thick as too short planks ,Family members ,No,Yes,Hot,She is hot,"Tv shows, people speaking ",Not sure if it is actually Australian slang ,Yes,Good looking Sheila ,She is a good looking Sheila ,Tv shows ,No ,Yes,Stud,He is such a stud ,Young people referring to boys and men when I was growing up ,No ,Yes,Dog,She is such a dog ,Used by young people when I was growing up ,No,No,,,,,Yes,Crap,That is total crap,People ,No,Yes,Booze,Can you bring some booze?,"Friends, husband ",No,Yes,Pissed,He was totally pissed,Young people talking about getting drunk ,No,Yes,Bludger,He is such a bludger ,In public ,No,Yes,Tootsies,Toes,My tootsies are cold,I use it myself ,No,Yes,Cobber,A friend ,Hey cobber,Australian movies and tv shows,Don’t like it,Yes,Mate,Friend,Come on mate ,My friends with boys use it to speak to their boys which I dislike. Males referring to other males. ,No ,No,,,,,,,,,,,,,,,,,
2021-07-20 02:49:57,2021-07-20 02:55:32,IP Address,100,334,True,2021-07-20 02:55:32,R_reDfFUbAmVVOPlL,,anonymous,EN,Yes,40 - 60,,Prefer not to say,,6014,No,Uk,Yes,Bonza,Thats bonza,Tv,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,Yes,Grog,Me grog.,Old men. Tv.,,No,,,,,Yes,Bludger,A dole bludger,Tv,,No,,,,,,Yes,Snag,Sausage,Throw a snag on the barbie,Everywhere,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-20 02:03:49,2021-07-20 03:00:15,IP Address,100,3385,True,2021-07-20 03:00:15,R_Tba7dCWNOzl4lhL,,anonymous,EN,Yes,19 - 40,,Woman,,"St Lucia, Qld",No,Canberra,Yes,bonza,"I feel like I can imagine it as a predicative adjective or an exclamation. I'm struggling to imagine it as an attributive adjective, but I'm sure it's possible.","Mostly metalinguistic commentary. 'Everyone' knows it's a dated Aussie, ocker slang term. I feel like I may have heard it from self-consciously ocker left wing, baby boomer Australian men, e.g. Phillip Adams .",,Yes,"buggered (something broken or, alternatively, someone tired)","The tv's buggered. (In the tired meaning, 'I'm buggered', 'you look buggered')",Feel like I've heard it from men born in Australia. ,,Yes,drongo,'What a drongo!',Can't recall hearing it in real life. I feel like my knowledge of it comes from older media (e.g. something like Puberty Blues).,,Yes,spunk,'he's a bit of a spunk',came into my consciousness 80s and 90s. I feel like it's dated. I think one could only use this now jocularly.,,Yes,looker,His missus was a bit of a looker,"Australian cultural content -- self-consciously Aussie older tv, etc.",can't imagine anyone saying it seriously now (at least not among people I know),No,,,,,No,,,,,Yes,to have tickets on oneself,"""he's got tickets on himself""",I think my baby boomer parents say this.,I'm not sure if this is only Australian.,Yes,crap,"""that's crap""",I feel like this is pretty common and neutral-sounding (e.g. not ocker) and can be used by people my age.,"Obviously it's not solely Australian, but I associate it more with Australia. I'd think of 'bullshit' as being more American.",Yes,turps,"""he's been on the turps"", ""would you like some turps?"" (self-conscious use)","First heard it from my first boyfriend's parents (Anglo-Celtic Australian left-wing baby boomers) who used it to offer people wine at the dinner table. Since that time, I've more heard it used to describe drunken men (""he's been on the turps).",,Yes,pissed,'he must have been pissed' (on hearing of an outrageous thing someone has done),I feel like its use was widespread in Australia throughout my life until recently when the use of the American 'pissed'='pissed off' became more well-known due to mass online communication.,associated with descriptions of men,Yes,bludger,dole-bludgers,media discourse associated with 'dole-bludgers'. I don't think I've ever really heard someone in real life say it not in this combination.,"I feel like 'bludge' (adj. or noun) is something that I've heard in real life. At uni: ""a bludge subject"", ""that course is a bit of a bludge""",Yes,noggin,head,a knock on the noggin,I dredged it up from somewhere -- not sure when I've heard it.,"I'm not sure it's Australian, but it has that ring to it.",Yes,grouse,very good,"""that's grouse""",Never heard it until it was commonly used by host of ABC tv's Recovery in the 90s. I came into awareness that this was a Victorian expression. I've heard it since but certainly not part of my dialect.,,No,,,,,,,,,,,,,,,,,,,,,,,
2021-07-20 03:13:12,2021-07-20 03:26:05,IP Address,100,773,True,2021-07-20 03:26:05,R_3QJeHhx8WNfrL3Q,,anonymous,EN,Yes,40 - 60,,Woman,,6010,No,Broomehill,Yes,The ducks nuts,That beer is the ducks nuts,Friends ,,,,,,,Yes,A stubby short of a 6 pack ,He is perhaps a stubby short of a 6 pack,My dad,,Yes,Hottie,He’s a hottie,School ground,,Yes,A real looker,She’s a real looker,My dad,,,,,,,Yes,Fugly,He’s fugly,At school,,Yes,A swinging dick,He’s a swinging dick,My husband ,,Yes,Bulldust,That’s bull dust ,Mum,,,,,,,Yes,Pissed,He is pissed,School,,Yes,Bludger,He’s a bludger,,,No,,,,,,Yes,Ta,Thank you,Ta for that ,Tennis court,,No,,,,,,,,,,,,,,,,,,,,,,,
2021-07-20 03:36:29,2021-07-20 03:50:11,IP Address,100,822,True,2021-07-20 03:50:11,R_xgDzRk6IMsmtDR7,,anonymous,EN,Yes,40 - 60,,Woman,,6010,Yes,,Yes,Gold,That's gold,Response to something eg. comment,It's gold!,Yes,Rotten,That's so rotten,Can be used to describe an act or person,,Yes,Dickhead,He's a total dickhead,To describe someone,Can be shortened to toal dick,,,,,,Yes,Babe,She's a babe,To descibe a woman,I accidently skipped the last question - Spunk can be used to describe an attractive male,Yes,Spunk,He's a spunk,In my youth to descibe a male,Can also be spunkrat,Yes,Mole,She's a mole,In conversation,,Yes,up himself/herself,He's so up himself,Conversations,,Yes,Rubbish,That's rubbish,Arguments,,Yes,Grog,,,,Yes,Off your face,She's off her face,At a party,,Yes,Shirk,He shirked his responsibilities,,,No,,,,,,Yes,Yobbo,A useless bogan,He's a total yobbo,,Can be shortened to yob,Yes,Bogan,,Perth - a city of cashed up bogans ( I think that was in a lonely planet!),,,,,,,,,,,,,,,,,,,,
2021-07-20 02:31:11,2021-07-20 03:53:21,IP Address,100,4929,True,2021-07-20 03:53:22,R_9LxrzF7tyLH6LcJ,,anonymous,EN,Yes,40 - 60,,Woman,,6009,No,Melbourne ,Yes,Bonza,It’s bonza mate!,,,No,,,,,Yes,Galah,Don’t be a galah ,,,Yes,Babe,He/She is such a babe,,,,,,,,,,,,,Yes,Fugly ,,,,Yes,Tosser,,,,Yes,Load of shit,,,,Yes,Booze ,,,,Yes,Pissed,That bloke is so pissed.,,,No,,,,,Yes,Hoof ,Foot,Gee she has a a big hoof on her!,,,Yes,Cobba ,Mate,Gday cobba,,,Yes,How’s it hanging? ,How are you? ,,,,Yes,Bloke,Man,He’s a good bloke.,,,Yes,Sheila,Woman, that Sheila can dance,,,Yes,,,,,
2021-07-20 03:52:39,2021-07-20 03:56:51,IP Address,100,252,True,2021-07-20 03:56:52,R_1r8Ouc1dRUJUdBw,,anonymous,EN,Yes,40 - 60,,Woman,,3191,Yes,,Yes,awesome ,That’s awesome ,Commonly by people around ne,Some people do not like this expression and say it’s American ,Yes,Shithouse,That’s shithouse,By my generation and older,I feel like older people use this a lot ,No,,,,,No,,,,,No,,,,,No,,,,,Yes,Fugly,That person’s fugly,Informal contexts ,It’s a combination of “fucking ugly”,Yes,Snob,That person is a snob ,,I think it is British as well,Yes,Rubbish,That’s rubbish,,,Yes,Booze ,Get some booze,Older people and my generation I think ,,Yes,Pissed,I was so pissed last night ,,,Yes,Bludger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-20 04:04:46,2021-07-20 04:26:46,IP Address,100,1319,True,2021-07-20 04:26:46,R_3j0wrfek7k9iVO3,,anonymous,EN,Yes,40 - 60,,Woman,,4573,No,Sydney NSW,,,,,,Yes,fucked/fucking sucks,That's fucked. That fucking sucks.,Everywhere! Probably mostly by people under 70.,,Yes,not the sharpest tool in the shed,Morrison is not the sharpest tool in the shed.,Amongst middle-aged to older people.,,Yes,hot,She/he/they're hot.,For many years. Maybe a bit dated now?,,Yes,Stunner,She's a stunner.,In conversation.,,Yes,spunk,What a spunk!,This one goes back to my youth (70s or 80s),I wouldn't use it now except ironically.,Yes,gross,He/she is gross.,In conversation,Probably refers more to unattractive behaviours than appearance.,Yes,fuckwit,Morrison is a fuckwit.,In conversation,Probably doesn't refer merely to arrogance but it is certainly a part of it.,Yes,crap,I'm sick of her crap.,In conversation,,Yes,booze,Just bring your own booze.,In conversation,,Yes,pissed,He was so pissed he couldn't even speak.,Everywhere,,Yes,bludger,He's such a bludger; he never does anything. 'dole bludger',By people over 50.,Feels dated now.,,,,,,,Yes,No worries,To shrug off someone's thanks 'you're welcome',Thanks for helping today...'no worries',Every bloody where.,,No,,,,,,,,,,,,,,,,,,,,,,,
2021-07-20 04:21:08,2021-07-20 04:35:58,IP Address,100,889,True,2021-07-20 04:35:58,R_2y8gILYzDBaSe2N,,anonymous,EN,Yes,Over 60,,Woman,,,No,Highgate,Yes,Bonza,That’s a bonza idea,A few years ago now,,Yes,Crook,I’m feeling crook,When someone is not well,,Yes,Thick as a plank or brick,He is as thick as a brick if he can’t answer a simple question,Many times,,Yes,She’s a looker,If someone is attractive,I general conversation ,,Yes,She’s a stunner,,In general,,Yes,Stud,He’s a stud,I’m general,,Yes,A bag,Should be in a bag,I’m general,,Yes,Up themselves,They are up themselves,I’m general,,Yes,Twaddle,That’s a lot of nonsense ,In general,,Yes,Boozer,They are boozers,In general,,Yes,Under the weather ,He’s under the weather ,In general,,Yes,Picker,They are pickers,In general,,Yes,Noggin,Head,He ‘s off his noggin,In general,,Yes,Ocker,Australian ,He’s an ocker,,,No,,,,,,,,,,,,,,,,,,,,,,,
2021-07-20 03:37:11,2021-07-20 04:41:12,IP Address,100,3841,True,2021-07-20 04:41:13,R_10CvZlGtuabviV0,,anonymous,EN,Yes,40 - 60,,Woman,,6016,No,6100,Yes,Bonza,That’s bonza mate,In my childhood,,Yes,Shithouse,"Sorry to hear that, it’s shithouse",Casual settings amongst friends,,Yes,Toolbag ,"He was such a toolbag, he couldn’t even count the number of bags properly",By friends ,,Yes,Hottie,"Phwoar, he’s a hottie",By friends in casual settings,,No,,,,,No,,,,,Yes,Face like a dropped pie,He/she had a face like a dropped pie,Friends ,,Yes,Up him/herself,She’s so up herself ,Amongst friends,,Yes,A load of bull crap,What he said was a load of bull crap,,,Yes,Booze,Can’t wait to hit the booze this weekend,,,Yes,Hammered,Got so hammered last night,,,Yes,Freeloader,I can’t stand freeloaders,,,No,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
