participantID,responseID,prompt,slang,meaning,exampleUsage,whenWhereUsed,additionalNotes
A0096,R_124k5ki6SCCI6Ly,Body Part,Shnozzle,Nose,,,
A0097,R_3EMYk3cW3Sjs4tn,Body Part,Bum,Bottom,Get off your bum!,When being told to do something,
A0098,R_2zMz64l2Oh3QVXB,Body Part,Noggin,Head,He didn't use his noggin,Home work,
A2113,R_3J3ZXYrkF2x0toF,Body Part,noggin,head,"""agh, I bumped me noggin!"" (rubbing forehead) >:(","An older australian talking a kid who have bumped their head. Also tradies/teenagers wanting to look tough, gently bullying their friends by replacing the word head with noggin, which implies their head big and heavy but not because of brains",
A0101,R_2Qtksg5VC0g7Ph5,Body Part,schnoz,the nose,gee! he has a big schnoz,generally when someone is trying to be humurous,i often hear people use the word to describe their own nose
A0102,R_1dcuM3wAInOhyS4,Body Part,Noggin,Head,I hit my noggin and it really hurt,"old word, been around most of my life.",
A0109,R_2zHLSjP1xmMQzRX,Body Part,Scone (Head) - Noggin (Head) Bunda (Bum) Third leg (Penis) - Pum Pum (Vagina),See above,That gal is bundalicious - Abby has a big bunda - He is a dickhead -,Used by school-aged people,
A0114,R_2tlOO9GuuSsqG6F,Body Part,noggin,head,he got a bump to the noggin,"sporting circles, family",not very common possibly
A0115,R_3mgkrIP45TmIKjO,Body Part,Plates of meat,Feet,Ive got sore plates of meat,Male acquaintinces,Appropriated from English
A0116,R_1NkzAGREIz9MyLp,Body Part,Jatz crackers,Testicles,He got hit in the jatz crackers,,
A0119,R_1dgc7SpNEKoWvST,Body Part,Noggin,Head,,,
A0125,R_2f2t4ujFOxvXZTX,Body Part,cake hole,mouth,Shove it in ya cake hole,By generations older than me,
A0129,R_XGGt4UmDLg1oQJH,Body Part,Plates of meat,Have a go and the size of his plates of meat,Over the year's,,
A0130,R_2rJjl37shA7gs2M,Body Part,Noggin,Head,That's using the old noggin',When someone comes up with a solution,
A0132,R_bHoZS6nBbULW8wN,Body Part,Ticket,Heart,,,
A0133,R_5nWwaCIw6nQ4jPb,Body Part,Old fella,Penis.,He flashed his old fella.,,
A0134,R_3Rsd5C9waaYoFwM,Body Part,Map of Tassie,Woman's pubic hair,,,
A0137,R_22E3W6opjsksBz9,Body Part,Norks,Women's breasts,She has enormous norks,The RAN,"I think it comes from ""Norco"", a brand of dairy products"
A0139,R_O7Mu0YFeAbalqyR,Body Part,Boobs,Breasts,Men describing women although younger women use the term as well,,
A0141,R_2BnUiiAGvuU8ElV,Body Part,goolies,balls,copped one right in the goolies,,
A0145,R_uwt2ToPTwtFP32h,Body Part,Schnoz,Nose,What a huge schnoz!,Not common but heard,Not sure of spelling
A0147,R_2BwU6XEXO3BlpOJ,Body Part,Dick and the twins,Male genitals,,,
A0148,R_1OTTzWNdkQprTDo,Body Part,shnoz,nose,gotta blow me shnoz,"home, community, still",nup
A0149,R_1OPkytdhXH8qyau,Body Part,Mush,He hit him in the mush (face),,,
A0150,R_VQEcxtyGRdrFpFn,Body Part,Noggin,Head,,,
A0152,R_28GQEW9g79uAr9A,Body Part,Boobs,Female breasts,,,
A0153,R_1gnWx5FKe3oxJUh,Body Part,Face like the end of a northbound cow,Face,Yeah mate she's got got a face like the end of a northbound cow,Recently on the farm,I only heard this recently
A0154,R_24b7XyhnZpvhadr,Body Part,Noggin,Head,I've got a bump on my noggin,Old,
A0156,R_1PZCnLbTZG1P3bS,Body Part,noggin,head,use your noggin,all my life,
A0160,R_12inTl63U45w93q,Body Part,comics or comic cuts,the guts,I laughed so hard that me comics are as sore as buggery,dunno,
A0162,R_1Le5EdCIXvEq1Cc,Body Part,Noggen,Head,,,
A0163,R_2EisRb4ZNcKCbpK,Body Part,melon,head,use ya' melon,mates speak,
A0164,R_31BrWUcO2gIbqlb,Body Part,Plates of meat,Feet,,,
A0167,R_2XpvSWTfaqpt4Xi,Body Part,peg,leg,,,
A0169,R_2axnt7y9GJEqiD2,Body Part,Noggin,Head,I was hit on the noggin,Can't recall,
A0170,R_2c26q2MkPOXa6SH,Body Part,Schnoz,Look a the schnoz on him,Describing someone with a large nose,,
A0171,R_BtxbyoVEeYbYXE5,Body Part,Bike rack,Butt crack,,,
A0172,R_1qgQvT6kOBts1bk,Body Part,noggin,head,mind ya noggin,"workplaces, fishing etc",
A0173,R_1eLg3WqfnVNPaG1,Body Part,Laughing gear,Mouth,Wrap your laughing gear around this,Perhaps less so these days,
A0176,R_27QfR86g1Nw0TCE,Body Part,Lady bits,Female sexual organs,You could see her lady bits,"Family and friends, M & F",Relatively recent
A0178,R_2fiL1Xkl4oiftM3,Body Part,Snoz (nose),Nose,He's got a huge snoz,,
A0179,R_1EX68S37p1fNZK6,Body Part,Noggin,Head,Ugly noggin,,
A0181,R_WkTlm3yNiPezWWl,Body Part,Noggin,Head,He didn't really use his noggin when he did that,Mostly older generations,
A0182,R_2CKE2jWFJUS7kk6,Body Part,Map of Tassie,Vagina,,,
A0183,R_1Ns2F0b2AJwML4v,Body Part,Pins (legs) dogs (feet),She's got huge dogs at the ends of her pins.,"Work, socially.",,
A0184,R_AbTdB8Xndr5AeYx,Body Part,Conk,Head,Check out the conk on her,Home,
A0186,R_1j8tE0yFHixLQg8,Body Part,Blockhead,Head,They're blackheads.,Everywhere,
A0187,R_2EpjvvSzyXKMbYw,Body Part,Donger,Penis,He's got a donger like a horse,,
A0188,R_3M09UTK7Za0PBtg,Body Part,Gut,Stomach usually,I have a sore gut,Often,
A0189,R_3Glc56KpjqLHhMT,Body Part,Mug,Face,He's got an ugly mug,At homes,
A0190,R_AaIdYatieH4RphT,Body Part,Mickey,Vulva,Ball hit me right in the mickey,Mainly baby boomers,No
A0192,R_2b4eMhkYRgY27R2,Body Part,Trap,Mouth,Shut your trap,In books set historically,
A0194,R_2DZvFRm7J37rR4N,Body Part,Konk Or Snozzle OR Snout,Nose,Hit him on the Konk,Growing up in the stockcamp,No
A0195,R_1giMJH52RjQNNtM,Body Part,Noggin,Head,Hit on the noggin,,
A0196,R_295iCccKGArE1DE,Body Part,Nut,Head,,,
A0197,R_2urLArzdR29ESuG,Body Part,Scone,Head,He's a got a rough scone on him,80's onwards,
A0200,R_1LNmmsY2hrosMY4,Body Part,drain the python,penis (urination),i'm just going to drain the python,5 years or so ago at work,usually used to get a laugh amongst mates and then subsequent small penis jokes fired back
A0201,R_2t3iWU0VYbqwWfD,Body Part,Testimonials = testes,,,,
A0202,R_xF9KoOKPVU4pIiJ,Body Part,laughing gear,mouth,wrap your laughing gear around that.,Reference to a sandwich my brother in law made for me for lunch one day.,
A0204,R_2BhtYGBdFRFmHba,Body Part,Plates of meat   Knockers,Feet      Breasts,Show us your knockers!,Louts in a passing car,
A0205,R_3GBVKJ57HA70yZc,Body Part,Bark,Skin,Took some bark off but I'll be right,Heaps,
A0208,R_1GKByubcNMIrNfc,Body Part,Noggin,Head,Use your noggin,All my life,Could never understand where it came from
A0209,R_28XM1RTkY4VPWtY,Body Part,Many for various body parts,Many,Dickhead,Men's group,
A0210,R_3TXTSd81VwqJTaN,Body Part,Noggin,Head,"Ouch, I hit my noggin on that low branch",,
A0211,R_1o26r8pCcJ1k1St,Body Part,Snoz,Nose,What's up your snoz?,Regularly over the years,
A0216,R_6RUguxDL04MsaFX,Body Part,bod,All of your body or some part of your body,What are you wearing on your bod today.,It was a term my mother used.,
A0218,R_2f219OZdfKvkuXN,Body Part,Minces,Eyes,My minces are sore,As long as I can recall,Rhyming slang. Abbreviated from mince pies
A0219,R_1JLRGhtwoWElEfa,Body Part,Shake hands with the wife's best friend,Penis,,,
A0220,R_11jCxBGntzRxJDL,Body Part,arse,"bottom, buttocks",my arse is broken it has a crack in it,it is a general Aust. term for bum so is heard all the time.,
A0221,R_1q9ZPM0qEb7iqnw,Body Part,Use yer noggin,Head (or maybe brain),,,
A0223,R_11hGLPiFMmuQC7e,Body Part,Freckle,Anus,,As a child,"It is identified as being the anus, as opposed to freckles anywhere else on the body, ad being ""your freckle""."
A0224,R_2bVRaJ8ZeMJKrmE,Body Part,Hooter,Nose,What a hooter,Common for decades,
A0228,R_31WZ8fndkYOzRcV,Body Part,Percy,penis,point Percy at the porcelain,,
A0235,R_DhGYvgQPwsorWwx,Body Part,Snoz,Nose,Check out his snoz,Generally in social settings with family or friends,
A0237,R_3fBusx87a4FaxrT,Body Part,Guts,Stomach,I've got a terrible guts-ache (& think I'm gunna spew!),In conversations with family/friends,
A0238,R_2eR8OoadhlLALZV,Body Part,Lumpy,An overweight person,He's a bit lumpy,No,
A0239,R_1gdQgblPsD0iopJ,Body Part,"Scone,",Head,,,
A0241,R_2X4D0GGKprf83MJ,Body Part,Dial (face),Mitts (hands),Tootsies,,
A0242,R_1o0WtAO1yH3YA4q,Body Part,Noggin,Head,,,
A0245,R_QccKEJNc35uXyrT,Body Part,Plates of meat,Feet,Check out the size of his plates of meat!,Most of my life,There are myriad examples of rhyming slang
A0247,R_514DnWSvJSImXXH,Body Part,boobs,breasts,Her boobs were hanging out of her dress.,On a daily basis though mostly by males.,
A0250,R_3hi41t0ib4PNX7B,Body Part,Noggin,Head,Use your noggin (to work out how to do it correctly),,
A0252,R_3e5mzT6lAFI5ENR,Body Part,Bonce,The head,I conked my bonce on that branch,I use it,
A0253,R_29vnZP1x4LJtwcd,Body Part,Noggin,Head/brain,Use your noggin,1070s,
A0254,R_77gMS9VuzpNoeSR,Body Part,any body part function followed by the word gear,"eg laughing gear, running gear, listening gear,",,,
A0257,R_2V7u7n6cY2kN3jp,Body Part,dial,face,Show us yer dial,not often,cj denniss sentimental bloke
A0258,R_3gR5yfZKevQG1T7,Body Part,Laughing gear,Mouth,"Here, wrap your laughing gear around this pie.",My dad,
A0260,R_1dKBQ7AfwvHwKMY,Body Part,noggin/scone,head,he copped a fair old bump on the noggin,everywhere,
A0262,R_2dz232aPEMq1bcb,Body Part,Noggin,Head.,,Not since I was a kid.,
A0267,R_2Qh5YAuIJGNLspg,Body Part,pegs,legs,My pegs are worn out,,
A0270,R_yIyTQgst0ZYTXQ5,Body Part,plates of meat/plates,the feet,He keeps falling over his plates.,Usually when discussing an individual.,
A0271,R_tG3cKvKFhCYZ6TL,Body Part,Old fella,Penis,He's got his old fella hanging out.,Mates,Still used on occasion
A0272,R_3gZ6PnTqjYIMsOq,Body Part,"dooks, and molly-dooker - also mitts",hands and left hand,S/he's a molly dooker,everywhere,
A0275,R_30vZOPspOGnCRnI,Body Part,Goolies,Testicles,She fetched a kick in the goolies that laid him out flat,,
A0277,R_2Qln9slpDyvWmM6,Body Part,Nonce,Head,I banged my nonce on the door frame.,Childhood,
A0279,R_2f6tRnzR2OwFjsD,Body Part,Block and tackle,Male genitals,He was well endowed in the block and tackle region,Rarely used,Not popular and used rarely. I'm aware of it but haven't used it for ages
A0280,R_1LbMEZ4q4e81j4y,Body Part,Dicky,"Knees, heart etc",I've got a dicky ticker,Often,
A0281,R_1ovSt2EI8imuaxH,Body Part,"Plates of meat, jake the pegs, bum, arse, boat race","Feet, legs, bottom, face",She has a lovely arse,In social settings,No
A0283,R_sOsg4xHZCdrHGkV,Body Part,third leg,,,,
A0288,R_3PdHqcpdpnFNuqU,Body Part,Old fella,Penis,Hes old so his old fella only looks at his shoes,So many times.,
A0289,R_cLN54X8W6j53g7D,Body Part,Schlong,Penis,Tracy reckons he's got a massive schlong.,,
A0290,R_aXFoUUTxy2zOSKl,Body Part,Mit,Hand,Don't get your mits dirty,1965-90,Not heard so often today
A0291,R_w1wuXq2QcixaoaB,Body Part,Cakehole,Mouth,He shoved the buscuits right down his cakehole,Learned from my wife,
A0293,R_x3MEne4MMZGExWx,Body Part,onkaparingas (fingers) date (your anus) sparklers (eyes) dial (face) picket fences (teeth),,,,
A0300,R_1f1SF1wHp1ab5Cw,Body Part,shankses (not sure how to spell that) pony.,"The shank, the leg","""How did you get here"" reply ""by shankses pony"". In other words, I bloody walked",Infrequently now because of the availability of motor cars,
A0303,R_1jfx7AOF98Lxetf,Body Part,Noggin',Head,Use your noggin',Not much lately,Older people use
A0304,R_1o5CsL08AypyrsC,Body Part,Noggin,Head.,The ball whacked him fair in the noggin.,"Most of my life, everywhere.",I'm not sure if the spelling is correct.
A0305,R_yWmGOgdeMVpw9k5,Body Part,Potatoes,Kidney,Strain the potatoes...to take a piss,,
A0307,R_3IY7LEzR14zZsA3,Body Part,Noggin,Head,It's pretty simple to work out; use yer noggin.,In the workplace or socially.,
A0308,R_2BxET5fPDG5PQME,Body Part,Norks,Breasts,Check out those norks!,Growing up,I don't use
A0310,R_0liRZp9baDufLhf,Body Part,Comics,"Stomach (comic cuts, the guts)",I'm real crook. Got a pain in the comics.,This is a favourite in my family. I taught it to my grandsons to say this when they were littlies. They're 18 and 23 and still use the term,I love it because it's part of the rhyming slangisms that Aussies are good at - comic cuts - and it's an abbreviation of slang - a double whammy
A0314,R_1Fya4J8TkzrSZO7,Body Part,Dick,Penis,,evrywhere at anytime,
A0316,R_eUTyqqfGLod3Bux,Body Part,honker,nose,Blow your honker,Was used by mum to her kids,
A0317,R_Bsahyyjajiw1JWV,Body Part,Boobs,Breasts,She has the biggest boobs in Bondi!,First read this in Dear Susie column in teen magazine late 1960's. Hear often afterwards.,I dont know why breast are called boobs and now chubby or old men are teased for moobs.
A0318,R_1GBPZiCqZkki7t0,Body Part,Old fella,Penis,,,
A0322,R_12Ggn76eT7M70NR,Body Part,"Boat race /face, garden hose /nose, noggin/head, mutton gun/penis, buccaneers/ears,",,,,
A0324,R_QmE01Y5exUClFwl,Body Part,melon,head,,,
A0325,R_3mjxn15fQ7UELZv,Body Part,Noggin,Head,The door frame was so low I bumped my noggin going through it.,Reasonably often around my house.,
A0327,R_3kBAmbiDoNcF5FQ,Body Part,boobs/tits - breasts; penis - donger; cakehole-mouth;,as above,get your hand off her/his [boobs/tits/donger],boobs/tits- widely used. donger = reaonsably widely used. cakehole - not so widely used,
A0328,R_1d14achfhmYuyZW,Body Part,Cake hole,,,,
A4391,R_1nTvcCD6gypKn7E,Body Part,"Mostly sexual parts, also noggin, gob",,,,
A0330,R_2atU5EvsdLGY0Xf,Body Part,Noggin,Head,Use your noggin.,?,
A0331,R_pN28w310OiELTq1,Body Part,noggin,head,Here's a hardhat to protect your noggin,,
A0335,R_3fYIyp7KdWY02cQ,Body Part,Shnoz,Nose,I got hit on the shnoz by the ball,"Netball, football",
A0337,R_24NTR1K3M3AHPaN,Body Part,Arse/bum,Posterior,Get off your arse/ kick em up the bum,Castigate someone for being lazy,
A0338,R_3PbluYDWswzFh6r,Body Part,Noah's /white pointers,She has a great set of Noah's/white pointers,,,
A0340,R_1LqvQWBYKPz8MTK,Body Part,boat race,face,"Nice legs, shame about the boat race",A derogatory statement to a female by a couple of guys commenting on a female walking past,Rhyming slang
A0342,R_1jeQMW3JejAsaDF,Body Part,Spare tyre,(generous) midriff,Perhaps an observation - they're carrying a spare tyre,Perhaps heard more when I was growing up,No
A0343,R_3KrTi7JlSJ8rVg8,Body Part,Knockers,Women's breasts,She has a decent set of knockers on her,Friends.. But not since I was a teenager,
A0350,R_125dNrIQyzmYgxM,Body Part,noggin,use your noggin (head) you idiot,,,
A0351,R_2rjC4RecDTwI0pt,Body Part,"Wedding tackle, meat and potatoes, beef curtains",Penis and testicles / labia,,,
A0352,R_2P12HydKlx4I7YU,Body Part,boat race,Face,Nice legs shame about the boat race,usually amongst my uncles,
A0353,R_1pYyIJXs28yccMv,Body Part,noggin,your head,Try using your noggin,when i was a kid,Don't hear it now
A0355,R_2bIrvPtfwYUv6NZ,Body Part,Cags,Balls,He got kicked in the cags.,Only by males who grew up in the Windsor NSW area.,I know it wasnt just my ex-husbands family who used it as someone i met many years later who also went to Windsor High but 10 years earlier used it too. Never heard it anywhere else though.
A0356,R_28BBme9E2stZ8il,Body Part,Noggin for head,Head,Not easily,Again a bit old fashioned!,
A0359,R_2UVNLhQxY2zICp5,Body Part,Map of Tasmania,It should be obvious,Please don't make me put it in a sentence,Schoolyard,
A0361,R_z75cXdD5czdQmQN,Body Part,"Noggin (head), beak (nose), gob (mouth), fangs (teeth), commicuts (guts, stomach), bunch of fives (fist)",,,,
A0365,R_1pAqriXH6MtO17V,Body Part,On his noggin,Head,He copped in right in his noggin,Watching sport / fight,
A0373,R_2EcJdTzVjzl3Wz7,Body Part,noggin,head,I hit my noggin when I fell over,Heard as a child,
A0376,R_2wgiBnSE42Wsbsm,Body Part,Arse,Bottom,You've got the arse out of your pants,,
A0377,R_2UfKMEd8R86tx4s,Body Part,"Testicles: balls, cags, figs, nuts, wheels, bollocks",Yer test eagles,"To my son every day: Arggh, get off boy, you've given me crushed nuts, you've cagged me!",20 minutes ago. Or whenever he next jumps onto my lap.,Useful and fun to use all these words as a list whenever testicles need to be mentioned
A0378,R_1JW5DtmzWMyKdwM,Body Part,Noggin,HeAd,Use your noggin,I'm thinking this might actually be English origin,
A0379,R_2saw8fDhZaEqaIC,Body Part,plates of meat,feet,he's got big plates of meat,commonly,
A0380,R_3LZpoXt3Bi5EYKE,Body Part,Map of Tasmania,Vagina,,,
A0382,R_Aar1gSoIGnr9fhf,Body Part,wedding tackle,male genitals,Bluey copped a bouncer right in his wedding tackle,Roy and HG,Term no longer discriminates against gay couples!
A0383,R_2xJfuaZxIk3Ld9B,Body Part,I'll be here all day......,,,,
A0384,R_2f8bd0Z4JVoaEok,Body Part,fanny,vagina,I was reluctant to show the doctor my fanny,Discussing female physical problems,
A0385,R_qw3vmFAwiGmWhm9,Body Part,"Noggin (head), snout (nose), bugle (nose), guts (internal organs), wife's best friend (penis), schlong donger doodle knob (penis), goolies nuts hangers jatz crackers knackers (testicles), pins (legs), bum (buttocks), clod hoppers (feet), slabs of meat(rhyming slang for feet), shin (tibia/fibula),",,,,
A0386,R_3iIjYpNaBb4y6xO,Body Part,fetlock,leg,how's the fetlock going after your accident?,,
A0387,R_DvfeRhzFeY3IWSB,Body Part,dick,penis,,often,
A0389,R_1FQZYrTrsgL62Cm,Body Part,melon,head,hit me right on the melon,when describing something happening to ones head,probably not particularly Australian
A0390,R_2OGskOFNVX5Vs3c,Body Part,donga,gentlemans genatals,dry as a dead dingos donga,occasionaly when working outdoors,
A0393,R_322wlVrBx74A4cT,Body Part,goolies,testicles,the scum half coped a boot to the goolies,,
A0397,R_1eKrlUS1BgtUIDQ,Body Part,Gunt,Female belly fat merging with genital zone,"She was hideous, with an enormous gunt",,Very offensive and crude (gut-cunt)
A0398,R_2t4Nwbv4U5EdYvQ,Body Part,Norks,Breasts,She's got a good set of norks on her,Since young,
A0401,R_262u0RqwdZQhB09,Body Part,Pins,Legs,She has nice pins.,,
A0403,R_ZdFaYEZjqFMW7Gp,Body Part,NOGGIN OR SCONE,HEAD,The boy next door fell out of a tree and split his noggin/scone open,recently friends,
A0404,R_PTcIzVApVg3MPC1,Body Part,Boat race,Face,Hit him right in the boat race,,
A0406,R_3fDcUBxKCrb6gtE,Body Part,Moosh,Face,I punched him in the moosh and broke his nose.,Workplace,No
A0408,R_3iKGxvWskwqSMiP,Body Part,"Jatz (crackers), balls, nuts, cods",Testicles,Not necessary,Often - usually among men,
A0411,R_1mxd4LyLrdZOM7v,Body Part,Plates of meat,Feet,Look at that bloke's shoes! He's got really big plates,Sort of gone out of favour (sadly),
A0412,R_2oAJ2H6JTsoZuYp,Body Part,Tits,Breasts,She's got a nice set of tits!!,Growing up.,Maybe replaced by knockers now!
A0417,R_AcdHzaC8Yl3EE6d,Body Part,scone,head,,,
A0418,R_3DwqGDJvyolxfQ2,Body Part,date,anus,I have an itchy date,common between tradies,
A0419,R_24xfvSebkiqUAHB,Body Part,Rack,Chest,She has a nice rack also applicable to male gender,,
A0421,R_24dbpSKXvb28pX3,Body Part,noggin,head,,,
A0423,R_1rpELc9gZmMC268,Body Part,Donga,Dick,Dead dingo's donga,,
A0424,R_3Q7eng9ayNg5BDP,Body Part,Clacker,Anus,Cut that out right now or I'll kick you up the clacker.,"My dad used it, my kids use it.",
A0426,R_1M6EtRM9hD7khpZ,Body Part,clacker,butt crack,far out my jocks are reefing right up my clacker,,
A0428,R_3nN0XXAmu6EnifM,Body Part,noggin,head,Use your noggin,Casual conversation,
A0430,R_3nGJTUDGqHcktYZ,Body Part,"Derrik, Donger Percy, Norks","Penis, Tits",Look at the Derrck on him. She's got lovely Norks,,
A0434,R_8p18sKDYY6fLoKR,Body Part,Plates of meat,Feet,Put your plates of meat up on this log.,"More often used when out camping or hiking, more bush-like setting, rather than suburbia",
A0435,R_3JKMstEn0yLifqU,Body Part,Schnoz,Nose,He has a really big schnoz,,
A0440,R_3j6awFNj9BGZeKs,Body Part,donger,penis,,Not since the 70s,Not sure if it's still used or if it's typically Australian
A0442,R_efyyipAhQ2BgssF,Body Part,Noggin,Head,He got hit in the noggin,Fairly common,No
A0443,R_D5J3sx9OlOTJtF7,Body Part,noggin,head,he went to hit the ball but he missed and it hit his noggin,younger days,
A0447,R_1NqSRKbHkKNUC1f,Body Part,Awning over the toy shop,Beer belly,I havent seen my donga for years cause the awning over the toy shop is too big,Gazza says it everytime i see him,
A0448,R_29gZp6WyKH4wXdo,Body Part,"knockers, boobs,",breasts,,,
A0449,R_1MROJCu1sSWdM8r,Body Part,Quoit,Say that about my sister again and I'll kick you in the quoit!,,,
A0451,R_1hYkvd6zvJZHB5Q,Body Part,North and south;,Mouth,Shut your north and south,"Not recently, in conversation.",
A0453,R_6KyVoaZ7hMd3Xxf,Body Part,Noggin' ; dial,Head; face,,,
A0454,R_21ps7EXxpdi2DNy,Body Part,dick,penis,'You're all laughing while I'm burning my bloody dick off!',"Father having droppped cigarette in lap while driving, about 1950.",
A0456,R_W0bPNzjh75DAaGJ,Body Part,Noggin,Head,,,
A0457,R_2E0K8WIYKat6Bhp,Body Part,Old fella,Penis,He couldn't keep his hands off his old fella.,"Mostly in my early male-only, working-class employment.",
