participantID,responseID,prompt,slang,meaning,exampleUsage,whenWhereUsed,additionalNotes
A0070,R_XvlWwDrRnhLBJfP,Attractive Male,Rooster,,Couple of good lookin' roosters in a ute.,"It's been on a TV ad, but out and about.",Mostly young in cheek.
A0071,R_32XcZs2W9ieDJa0,Attractive Male,babe,,,,
A0072,R_0SxfCfjWIo7F5Sx,Attractive Male,eye candy,,He's a nice bit of eye candy.,In casual conversation - used by females to describe good looking men.,"Means nice to look at but no anticipation of depth of persona beyond appearance. Light hearted in tone, but when you think about it, pretty dismissive of a person's character."
A0075,R_1OviB8toSsuE95N,Attractive Male,spunk,,He's such a spunk,Every time a good looking guy is spotted on TV or in a movie,
A0078,R_31TpKHyzxG0mIN6,Attractive Male,Spunky,,He is spunky,Country town conversations,No longer used
A0086,R_e8oBpj0hLMVcTWp,Attractive Male,stud,,,,(not sure if this is aussie?)
A0087,R_10phZFVkMGOweNR,Attractive Male,Dish,,That guy's a dish,Not a lot lately but probably more on TV,
A0091,R_27EA2S6Almc2Skh,Attractive Male,Hunk,,He's an absolute hunk.,It's been around for a long time. Probably from American films.,"My chosen words don't seem especially Australian, by the way."
A0097,R_3EMYk3cW3Sjs4tn,Attractive Male,Sexy,,He's sexy,In the street or with friends,
A0102,R_1dcuM3wAInOhyS4,Attractive Male,Dude,,"Look at him, He's such a dude.",Conversation,Usually used for like a cool guy who might also be good at lots of things.
A0109,R_2zHLSjP1xmMQzRX,Attractive Male,foineeee,,He foineeee in that NCAT IT polar fleece,At NCAT / Talking to m8 / Cobug Lake,It is used by the young people these days
A0112,R_1DBdvsmt1hPAUPb,Attractive Male,handsome,,he looks really handsome in his suit,"when trying on a suit, going to formal events",
A0113,R_2ylWzaL2XMQ1zZL,Attractive Male,spunk,,What a spunk,More in teenagehood - amongst peers.,"It didn't feel denigrative. There was the term 'spunky chick' that boys would use about a girl, but I can't remember the label 'spunk' being applied to girls - by either other girls or boys."
A0114,R_2tlOO9GuuSsqG6F,Attractive Male,dreamboat,,"""harry styles is such a dreamboat""",in my friendship circles because we find the word old timey and funny,i don't feel this is widely used
A0115,R_3mgkrIP45TmIKjO,Attractive Male,Spunk,,He was such a spunk,Forever among peers. Not so much younger gen,Think younger kids link it to US idiom for sperm
A0119,R_1dgc7SpNEKoWvST,Attractive Male,Hunk,,,,
A0125,R_2f2t4ujFOxvXZTX,Attractive Male,hunk,,What a hunk!,Kath and Kim,"I saw a meme about lockdown that said you'll come out ""hunkier, chunkier..."""
A0129,R_XGGt4UmDLg1oQJH,Attractive Male,Spunk,,What a spunk,Over the years,
A0131,R_3kFf6a7W56ZlC3k,Attractive Male,stud,,He's a stud.,,
A0133,R_5nWwaCIw6nQ4jPb,Attractive Male,Hunk,,What a hunk he was,,
A0134,R_3Rsd5C9waaYoFwM,Attractive Male,Spunk,,,,
A0139,R_O7Mu0YFeAbalqyR,Attractive Male,Hunk,,What a hunk!,Among younger women,
A0143,R_3JjXKjstx6Or88W,Attractive Male,Good sort,,,,
A0145,R_uwt2ToPTwtFP32h,Attractive Male,A looker,,He's a looker,Commonly heard,
A0147,R_2BwU6XEXO3BlpOJ,Attractive Male,Poncey,,He is a bit poncey,occasionally,Its a double edged expression in that it can mean attractive in one context and above himself in style and appearance in another context
A0148,R_1OTTzWNdkQprTDo,Attractive Male,good lookin' bloke,,"too right, he's a good lookin' bloke","often as a youngun, rare now",no
A0150,R_VQEcxtyGRdrFpFn,Attractive Male,Seriously rootable.,,,,
A0154,R_24b7XyhnZpvhadr,Attractive Male,Cutie pie,,He's such a cutie pie,Various,Could be American also
A0160,R_12inTl63U45w93q,Attractive Male,fair stamp,,he's a fair stamp of a bloke,dunno,
A0164,R_31BrWUcO2gIbqlb,Attractive Male,He can leave his shoes under the bed anytime,,,Not so much lately,
A0165,R_1JXAS6xfZ8xgn6f,Attractive Male,Hottie,,He's a hottie,Kids,
A0170,R_2c26q2MkPOXa6SH,Attractive Male,Stud,,What a stud,Women talking about male in office,
A0173,R_1eLg3WqfnVNPaG1,Attractive Male,Good looking rooster,,He's a good looking rooster,Relatively regularly - weekly,
A0176,R_27QfR86g1Nw0TCE,Attractive Male,Spunk,,He's a spunk.,Me and my sisters would use.,
A0177,R_3lJk2Swp5tBweJt,Attractive Male,hot bloke,,,"socially, social media",
A0178,R_2fiL1Xkl4oiftM3,Attractive Male,Stud,,Terry's a real stud,Everyday use,
A0180,R_3GCjR6lifziVPrg,Attractive Male,A bit of a dish,,,,
A0184,R_AbTdB8Xndr5AeYx,Attractive Male,Peacock,,Check out that peacock,,
A0188,R_3M09UTK7Za0PBtg,Attractive Male,Stunner as per previous,,,,
A0189,R_3Glc56KpjqLHhMT,Attractive Male,Adonis,,He's an Adonis,Wife,
A0193,R_3R1IXGsEUQ7Bkdq,Attractive Male,As fit as a mallee bull,,"Daryl's been working out, he's as fit as a mallee bull.",On the beach,
A0200,R_1LNmmsY2hrosMY4,Attractive Male,hunk,,that guys a hunk,not since school over 30years ago,may be borrowed from america
A0205,R_3GBVKJ57HA70yZc,Attractive Male,Hunk,,A bit of a hunk,Pubs,
A0208,R_1GKByubcNMIrNfc,Attractive Male,He's a bit of all right,,"Corr, he's a bit of all right",Film and tv,Nup
A0209,R_28XM1RTkY4VPWtY,Attractive Male,Flash dude,,Not at the moment,Men's group,No
A0211,R_1o26r8pCcJ1k1St,Attractive Male,Stud muffin,,Self explanatory,Amongst women groups,I think it's lame
A0213,R_3hltxmKyEZ6SH8w,Attractive Male,Stud muffin,,,,
A0215,R_28D2IUU38mtTyvj,Attractive Male,Bit of alright,,See previous,See previous,See previous
A0220,R_11jCxBGntzRxJDL,Attractive Male,bit of a hunk,,"i like the look of him, he's a bit of a hunk",i've used it,
A0238,R_2eR8OoadhlLALZV,Attractive Male,Not a bad looking bloke,,He's not a bad looking bloke,Usually when talking with women friends,No
A0240,R_3p4Onl12It6Ofdg,Attractive Male,He looks pretty hunky dorey,,As above,50s and 60s Melbourne,
A0242,R_1o0WtAO1yH3YA4q,Attractive Male,He's a handsome dude/bloke,,As above,,
A0244,R_1dz6hC8lQk7jzKP,Attractive Male,Hunk,,,,
A0245,R_QccKEJNc35uXyrT,Attractive Male,Hunk (or hunk of beef),,That firey is such a hunk.,Mostly when I was younger,Not sure if the origin is Australian
A0250,R_3hi41t0ib4PNX7B,Attractive Male,Hunky,,He's pretty hunky,Again probably more in my young adult days,
A0254,R_77gMS9VuzpNoeSR,Attractive Male,alright,,He's a bit alright,,
A0257,R_2V7u7n6cY2kN3jp,Attractive Male,spunk,,he's a real spunk,not so much recently,"may also be american, and applies also to women"
A0260,R_1dKBQ7AfwvHwKMY,Attractive Male,spunk,,isn't he a spunk?,anywhere,
A0263,R_3p4HEhwGe1Kle24,Attractive Male,Hunk,,What a hunk,Generally in society,Probably American in origin
A0266,R_3spLCt03LVBz4xA,Attractive Male,A hunk,,This hunk of a guy is staring at me…I hope he comes over.,By younger Aussies looking for a good time.,
A0271,R_tG3cKvKFhCYZ6TL,Attractive Male,Hunk,,That bloke's a hunk.,Peers,Not used often to avoid being called on Rule 1.
A0277,R_2Qln9slpDyvWmM6,Attractive Male,Cash register,,What a cash register ka-ching. So handsome.,I my family during teenage years. Code between 3 sisters.,
A0280,R_1LbMEZ4q4e81j4y,Attractive Male,Bonzer,,Bonzer bloke,Very occasionally,
A0281,R_1ovSt2EI8imuaxH,Attractive Male,"Spunk, dreamboat, beefcake",,That guy is a dreamboat,"Amongst women in an informal, social setting",No
A0282,R_3DFXlbMGDhKQ7yV,Attractive Male,spunk,,,,
A0286,R_3frDmt2uozbNXl2,Attractive Male,Stud,,He's a stud,,
A0288,R_3PdHqcpdpnFNuqU,Attractive Male,Spunk,,That darryl at the smoke shop is a bit of a spunk,Everywhere but not as common now as it was in 70s and 80s,
A0289,R_cLN54X8W6j53g7D,Attractive Male,A honey,,"Yeah, she a real honey",General use,
A0290,R_aXFoUUTxy2zOSKl,Attractive Male,Cock teaser,,Don't bother with her she's just a cock-teaser (alltractivd but sexually unavailable).,In gay environments.,It's frustration.
A0291,R_w1wuXq2QcixaoaB,Attractive Male,Good bloke,,"Garry is an extra good, or real good, bloke",The attractiveness here is more than skin deep. The expression approves of the man in general.,
A0292,R_oZ5ZhXXQcpvfkUV,Attractive Male,Spunk,,,,
A0295,R_2taQBy9dr5TKJQ9,Attractive Male,"Stud, hot, spunk",,,,
A0297,R_22sIYIQMlJ6lxuU,Attractive Male,a bronzed anzac,,he's a real bronzed anzac,"among my parents and their friends, when I was growing up",
A0298,R_31yLnliqP3fyGBU,Attractive Male,Stud,,He's a real stud,,
A0303,R_1jfx7AOF98Lxetf,Attractive Male,Spunk,,,Not used so much since 70s and 80s,
A0304,R_1o5CsL08AypyrsC,Attractive Male,Pretty boy.,,Have go at the pretty boy that just walked in.,"Eighties and nineties, Lithgow.",
A0306,R_2AEjZa1VTWdwTAS,Attractive Male,Spunk,,David Essex was a spunk,Years ago. Probably 1970's,
A0310,R_0liRZp9baDufLhf,Attractive Male,Good-looking bloke,,He's a good-looking bloke,I use it and have heard others say it,-
A0317,R_Bsahyyjajiw1JWV,Attractive Male,Hunk,,He's suck a hunk!,Young adulthood in Sydney NSW,Hunk means the man is well built and attractive person who's is desirable.
A0318,R_1GBPZiCqZkki7t0,Attractive Male,Hunk,,,,
A0319,R_1dBa0PyaRPhGUB3,Attractive Male,Stud,,,,
A0321,R_3qKjFVSoDxvedfV,Attractive Male,Eye candy,,,,
A0325,R_3mjxn15fQ7UELZv,Attractive Male,A hunk.,,Tom Cruise is a bit of a hunk.,Not much recently.,
A0326,R_doFhewflSJspmjD,Attractive Male,Spunk,,Check out that spunk over there,mainly on tv these days,no
A0327,R_3kBAmbiDoNcF5FQ,Attractive Male,beefcake,,check out that beefcake over there,women. reasonable widely,
A0335,R_3fYIyp7KdWY02cQ,Attractive Male,Good looker,,,,
A0351,R_2rjC4RecDTwI0pt,Attractive Male,Peacock,,,,
A0352,R_2P12HydKlx4I7YU,Attractive Male,spunk,,mick is a real spunk,amongst female friends,
A0353,R_1pYyIJXs28yccMv,Attractive Male,Chick magnet,,That guy's a chick magnet,Younger people today,
A0355,R_2bIrvPtfwYUv6NZ,Attractive Male,Spunk,,He's a spunk.,Sydney in the 70s and 80s,Old fashioned now
A0356,R_28BBme9E2stZ8il,Attractive Male,A bit of a hunk,,Passing comment about a passing male,As above,Again hunk doesn't seem Aussie - too modern
A0358,R_2c12TLFAIlGJRuA,Attractive Male,hunk,,"Wow, he's a hunk!",Fairly rarely,"Once we would say ""a good sort"""
A0365,R_1pAqriXH6MtO17V,Attractive Male,DILF,,Umm.. Your dads a DILF,Not often,
A0368,R_b1xmF5xpMvrDFfj,Attractive Male,Pox doctors clerk,,"Bruce, look at you, all frocked up like a pox doctors clerk",Young adult,
A0369,R_VVWbwmZVfCsz6hj,Attractive Male,Spunk,,,,
A0372,R_3jUJE7gPf3kqbGQ,Attractive Male,Spunk (again),,See previous entry about 'spunk',,
A0373,R_2EcJdTzVjzl3Wz7,Attractive Male,hunk,,what a hunk!,Learnt as an adolescent,
A0379,R_2saw8fDhZaEqaIC,Attractive Male,stud,,He is a stud,common conversation,
A0381,R_xapQTtfsd8GKxLr,Attractive Male,ladies' man,,,,
A0386,R_3iIjYpNaBb4y6xO,Attractive Male,rooster,,"Have a look at this rooster, he thinks he's a bit of alright. What a dickhead.",By males about males,
A0388,R_9vlOeRrnaZpohZT,Attractive Male,Bronzed Aussie,,,Typically at the beach.,
A0389,R_1FQZYrTrsgL62Cm,Attractive Male,chesty bonz,,Don thinks ee's a real chesty bonz,,after Chesty Bonds character used by Bonds underwear products and tee shirts etc.
A0398,R_2t4Nwbv4U5EdYvQ,Attractive Male,Hunk,,He's a hunk,,
A0403,R_ZdFaYEZjqFMW7Gp,Attractive Male,Hot or hottie,,That lifeguard is hot or that lifeguard is a hottie,Recently at the beach,
A0406,R_3fDcUBxKCrb6gtE,Attractive Male,He could leave his boots under my bed anytime.,,He's a dreamboat and could leave his boots under my bed anything.,Socially,Never heard from a male.
A0408,R_3iKGxvWskwqSMiP,Attractive Male,Hunk,,He's a bit of a hunk.,Female friends,
A0411,R_1mxd4LyLrdZOM7v,Attractive Male,See prev.,,,,
A0412,R_2oAJ2H6JTsoZuYp,Attractive Male,A good looking bloke.,,He's a good looking bloke.,"Not as much lately, seems to have been replaced by He's a stud!",
A0417,R_AcdHzaC8Yl3EE6d,Attractive Male,spunk,,Hugh Jackman: a real spunk,"Has changed meaning over time. Meant semen in forties and fifties, Probably supplanted by 'hunk' now",
A0418,R_3DwqGDJvyolxfQ2,Attractive Male,hunk,,that guy is a hunk,"between females usually, of any age",
A0420,R_esNJZxY6rMtL9Kh,Attractive Male,stud or good sort,,"he's a real stud, or good sort",throughout my life growing up,
A0429,R_1EjwzgOT6vjTWah,Attractive Male,stud,,,,
A0431,R_BPcApwxDynx8X2p,Attractive Male,hunk,,He's a real hunk.,It's not very common and probably used by older generations.,
A0432,R_0cg8dl31izw0eYh,Attractive Male,Spunk,,,,
A0434,R_8p18sKDYY6fLoKR,Attractive Male,Stud,,He's a stud!,Within the last week (while watching Tokyo Olympics),(I accidentally gave this answer 2 questions ago. Sorry)
A0435,R_3JKMstEn0yLifqU,Attractive Male,Peacock,,He's a bit of a peacock,,
A0436,R_1dji2guDG3lrU7G,Attractive Male,Hunk,,He is a bit of a hunk,At parties,
A0442,R_efyyipAhQ2BgssF,Attractive Male,Bronzed Aussie,,He's a bronzed Aussie,More in writing than verbal,No
A0451,R_1hYkvd6zvJZHB5Q,Attractive Male,Spunk; hot,,Wow! He's hot!,Casual conversation; in the past,
A0453,R_6KyVoaZ7hMd3Xxf,Attractive Male,Chick magnet,,,,
A0460,R_3gNMI4xXBnWAGP7,Attractive Male,Chesty Bond,,,,
A0463,R_p6rjaGv4CL7mIi5,Attractive Male,As previously: Hornbag.,,Please refer to my response two questions ago.,,
A0468,R_URwDwueWHqOUfhT,Attractive Male,show pony,,yes,life,no
A0469,R_PTfgXDQpZZPx30t,Attractive Male,Hunk,,Wow what a hunk,,
A0474,R_1gc3gxe5TDmtJxN,Attractive Male,Spunk,,Isn't he a spunk!,"All the time, everywhere",No
A0475,R_2bOUQeG3lKQeCiF,Attractive Male,Spunk,,He's a spunk.,,
A0477,R_1dvruT2BYV3PE02,Attractive Male,good looking bloke,,"""He's a good looking bloke""",in conversation with friends,neutral expression
A0481,R_WkYapgYJpAfj7nH,Attractive Male,A spunk,,Everywhere,,
A0482,R_8bSojXwhmmvNYbL,Attractive Male,spunk rat,,Bruce is such a spunk rat,Sydney1980s,"spunk may also refer to semen, spunky is the adjective - 'spunky underpants'"
A0484,R_Q3uVMmHkYQBrAZz,Attractive Male,Hunk,,He's a hunk,Older gen women perving,Probably American?
A0485,R_3PaHWoy5PLCBvCg,Attractive Male,Hottie,,Check out that hottie over there all by himself. We better go say hello.,By friends,Not sure how Australian it is?
A0487,R_BR0QcbPpN5te93j,Attractive Male,stud-muffin - as per my earlier question,,,,
A0489,R_1Cr1O0Qvq3KxIqK,Attractive Male,Hunk,,He is a real hunk,Wife uses this expression,No
A0492,R_20URf7IAnPU1yGT,Attractive Male,Hunk,,,,
A0493,R_XENyg2nm1lgW3vj,Attractive Male,Peacock/spunky,,Wow! he's spunky,Don't hear it so much now but was popular back n the 70's,
A0494,R_3x8kscqVcrStdUl,Attractive Male,Bobby dazzler,,He's a real Bobby dazzler,NSW,
A0495,R_2S7jhSJ0EVkTFOE,Attractive Male,spunk,,Hugh Jackman is a bit of a spunk!,,It seemed to be applied more (only?) to males and I wonder if there's a link with an older slang term for male ejaculant (ie spunk) that was common in the 50s/60s in my area of rural SA?
A0496,R_2cdxjIAuZuPEkWF,Attractive Male,spunk,,that new guy is a spunk,school in the 80s!,
A0502,R_4H1yHx9zKGK6I9z,Attractive Male,Stud,,"Yeah, she's going out with some Stud now.",Beginning in the 1980's to present,no
A0503,R_rqLzxjK2vwL2t1v,Attractive Male,Hunk,,He's a hunk!,Everywhere! Commonly used to describe a good looking male,
A0510,R_25XZq7ONQynFiUN,Attractive Male,spunk,,,,
A0515,R_2t5VJzeUh1jJC5d,Attractive Male,Stud,,He's a real stud,"Social setting, among friends",
A0516,R_1N48VSV9F40QduM,Attractive Male,handsome devil,,,,
A0521,R_2bTZpsSS3lZrNID,Attractive Male,Hunk,,He looks like a hunk.,,
A0523,R_WvBSiP6QRHPybhD,Attractive Male,Spunk,,He's a bit of a spunk that one,Cronulla 1970s,
A0524,R_1jSTwsLTPn1dWCb,Attractive Male,dish,,what a dish he is,with girlfriends,
A0525,R_5nav71cDJZjz4Od,Attractive Male,hunk,,I think Chris Hemsworth is a real hunk.,My mother used to use this expression.,
A0526,R_1UlFCeKiyxIAB3z,Attractive Male,Spunk,,He was such a spunk.,1980's,
A0528,R_3DbSFBUOBtI1Xdf,Attractive Male,comet,,Hello comet!,In gay male Australian slang for a good looking dude,
A0531,R_1QMW4Q6tA4FO4KI,Attractive Male,Easy on the eye,,,,
A0537,R_3nw9NxDLbX9h0E2,Attractive Male,hunk,,describing lifesaver,at a beach,
A0539,R_2sRo2vOhn401jwN,Attractive Male,Spunk.- although not certain that it's uniquely Australian.,,I like that guy over there. He's a real spunk.,Only by females.,Less common use now than perhaps 20 years ago.
A0540,R_2c6JKy7zhniek7p,Attractive Male,Hottie,,He 's a hottie,Younger women discussing a male,
A0541,R_3gU6J57YQxax7Hw,Attractive Male,hunk,,,Again 60's and early 70's.,
A0542,R_9HXk7GpXVo6KNgt,Attractive Male,a spunk,,that bloke is a spunk,in 1970's,
A0543,R_3MEh94CnkPeUBXx,Attractive Male,A spunk,,When I was young I'd hear girls say it about a lifesaver or footballer,See above,
A0545,R_1OPGtApOGYXQhSh,Attractive Male,Hunk,,He's a hunk.,,
A0548,R_1oIjESLljr9vneN,Attractive Male,Hunk a spunk,,Ooh he's a hunk a spunk,At high school with my girlfriends,
A0551,R_3EaPhurCbUhOB8w,Attractive Male,Spunk,,See previous,All my life,
A0552,R_r8Br5WvHb7luZnH,Attractive Male,Peacock,,He struts around like a peacock,,
A0553,R_2TvIjwK6hPJKFpb,Attractive Male,spunk,,He's such a spunk,Television program,
A0554,R_1OVyecCttlgDoJ1,Attractive Male,Stud,,He's a stud,Growing up,No
A0557,R_1jx2LTLnMVNrXdW,Attractive Male,"Spunk, dish",,Her boyfriend is such a spunk,"Haven't heard it for a long time, used to be used among friends",Can be used by guys about girls too
A0560,R_ykHQVmLrMI4rpf3,Attractive Male,hunk or hunk of spunk,,He is a real hunk. (or spunk),"gathering of women anywhere - school, work, university",
A0562,R_2q3k0S5zgcUy0J2,Attractive Male,A ripper,,Hugh Jackman was a ripper in the film Australia,Amoungst horny groups of women drinking lots of cheap Chardie,
A0565,R_3hGgkszzVRBP8Xm,Attractive Male,hunk,,What a hunk,being used among women,could be american
A0566,R_3MtW7S6tfm7r7WN,Attractive Male,He's a bit of alright.,,Have a gander over there - he's a bit of alright.,Socially - not for a long time,I have used this expression in my younger days to describe an attractive man.
A0576,R_SPCDRXmWN6czlkt,Attractive Male,he can put his shoes under my bed anytime,,,"infrequent, from my wife while watching TV.",dangerous to use by me when admiring females
A0578,R_21GuyLZ8fZbc1al,Attractive Male,Built like a brick shithouse,,He's built like a brick shithouse.,Usually in male to male conversation.,
A0579,R_1NnsBp3kl0uQiTl,Attractive Male,Hunk,,Fonzie was a hunk which is why he got the girls.,It has always been around since I was at school in the 70's & 80's,I suppose it was comparing a hot bodied male to a hunk of meat. And they say men are sexiest. Ha ha.
A0580,R_3R8xuCq69n5mPJ1,Attractive Male,Hunk,,Tom is a real hunk,Mostly used by young women I think,
A0587,R_21ErQHoCtOmn2SN,Attractive Male,Spunk,,He's a spunk.,Widely used amongst women.,
A0588,R_3ptpA3HwRfYhBar,Attractive Male,"Himbo, pretty boy",,,,
A0594,R_UnmC9RNZeeeypwZ,Attractive Male,stud,,he's a bit of a stud,not often but once or twice a year,
A0596,R_brBDBzXFJFXCgxj,Attractive Male,how does he hang?,,woman wondering about his penis and how he uses its,by women friends hard-up looking for sex,women also leer at attractive men but particularly at his groin
A0597,R_1PbL4wrVXk8aGlC,Attractive Male,Hunk,,Isn't he a hunk?,,
A0599,R_2AZNYDaw1kV4NUu,Attractive Male,Good sort (as previous),,,,
A0601,R_1Kd0XVo3p8asLu1,Attractive Male,Hunk,,What a hunk!,Whenever a hunk comes into view and your with female friends,Not totally sure if this is Aussie
A0602,R_2y9NF5FoEvHyKLa,Attractive Male,Hottie,,Hes a hottie,,
A0604,R_Z1TVa5bzR8YePiV,Attractive Male,Spunk/Spunky,,He's a spunk,,
A0605,R_2EGnXWKwYUAGKlm,Attractive Male,Hunk of spunk,,He's a:,"TV show ""Kath and Kim""",Used humorously.
A0610,R_2PiM2coV218mjvA,Attractive Male,Hunk,,He's a real hunk,Wife uses it. (. Not about me lol),
A0618,R_1dyILDg8YWJAPLl,Attractive Male,Hunk,,,General,
A0623,R_21nyQB9pWlsXeVY,Attractive Male,bobby-dazzler,,She is a real bobby-dazzler.,Commonly although less so recently.,
A0624,R_2CPnMxUDWBYnYfZ,Attractive Male,Hottie,,He's a hottie.,Talking about someone,
A0625,R_uwROaCMTo1mlSqR,Attractive Male,spunky,,He's spunky,In conversation,I prefer the gender neutral hottie for good looking people.
A0626,R_RQ7XE0ChE8rzalr,Attractive Male,hunk,,OMG what a hunk,use it all my life,
A0628,R_8uY0xJ7Co05Jcm5,Attractive Male,Drop dead gorgeous,,My new colleague is drop dead gorgeous.,In general conversation,
A0629,R_elmaEuVnhJexlBL,Attractive Male,hunk,,,mainly on media,
A0632,R_3fCyenDBn2Oz6mK,Attractive Male,hunk,,Look at that hunk,"ubiquitous, still sporadically in use","probably American in origin, but used"
A0633,R_3dLCx32wc2zMsFL,Attractive Male,He's a good lookin rooster.,,As above.,Still in use probably on tv.,
A0636,R_3ffoq3Y7mozyw7e,Attractive Male,Spunkthat bloke is a spunk,,,,Again not politically correct
A0639,R_23ZUNIDhGNYfDCC,Attractive Male,Good lookin rooster,,He's a good looking rooster,,
A0642,R_31zPRlmYRQ6Aa5I,Attractive Male,Bit of alright,,That fella's a bit of alright,Among friends regularly,Fun to use
A0646,R_24CyV5e83ZHtm4w,Attractive Male,Hunk,,,Women discussing attractive men,
A0650,R_OwHwzkPyBHuIAiB,Attractive Male,Hot,,See previous answers,,
A0657,R_rlhDW3chGXbfcml,Attractive Male,dandy,,"boy, he looks dandy",,
A0658,R_1C9fEndG5RZxrUl,Attractive Male,Hottie,,He's a real hottie,In my younger days,
A0661,R_1pERxjsLWaX8YPo,Attractive Male,Bobza bloke,,,,
A0663,R_2aQQnIlkddzfq5f,Attractive Male,Sex on a stick,,Tom Petty was sex on a stick,Everyday usage,
A0667,R_1f8WvHe2nBSscS9,Attractive Male,See previous,,,,
A0670,R_1rxAlF2UQY6fsEH,Attractive Male,Good looking,,He's good looking,1970s nSW qld,
A0673,R_3KuvRIsGAwTVbn3,Attractive Male,Spunk,,,Regularly use it,Most used in family circles
A0674,R_OHAQCArNTOYe0O5,Attractive Male,Spunk,,What a spunk Bryan Brown is!,"When I was at school - not often recently, except tongue in cheek use",Aussie version of hunk. Amusing to Brits who know of a different meaning of the word
A0676,R_1prPdn9vYAnHJVW,Attractive Male,Spunk,,Was used on the Paul Hogan show,Possibly a Queensland/NSW expression,
A0677,R_3oSivHmyLMJ4wfW,Attractive Male,Ha. Ask a girl.,,Not really. Unless your a poof. Ha,Out doors,Wrong person to ask. Ha
A0679,R_SUYWdBsXHsDRrXP,Attractive Male,Stud,,"He is a ""Stud""",Pub talk,
A0680,R_2tySviJnJ4hzNLj,Attractive Male,Spunk,,What a spunk!,Only by a female.,
A0686,R_2DLUfPadTck86BL,Attractive Male,(Assuming there is such a bloke) hunk?,,,,Not sure about it's Aussieness
A0690,R_3ELkXeWtY2ugpDs,Attractive Male,drop dead gorgeous,,he is drop dead gorgeous,recently when discussing physically attractive males,
A0691,R_ZICSwCRrcFtTqHD,Attractive Male,Spunk,,"""He's such a spunk""",My mum used to say this when I was a teenager,I don't actually know if this is uniquely Australian
A0692,R_2Scc5YRrvCP8OLO,Attractive Male,Spunk,,"He's my kind of spunk, what a good looker.",Currently in Melbourne,
A0700,R_3fcRl1nYyZuR1tS,Attractive Male,Hunk,,he's a hunk,By women,I don't use it
A0703,R_2dBjbY66yHmY11j,Attractive Male,Built like a brick shithouse,,Look at the muscles on that fella - he's built like a brick shithouse,At the gym,
A0705,R_1OiVoMzuMr4AGH2,Attractive Male,Spunky,,,,
A0708,R_26nmtfZsXDlGBtg,Attractive Male,"stud, stud muffin",,he is a stud,conversation,
A0710,R_D2bFpsYAczqIqxH,Attractive Male,hunk,,What a hunk,"Not often, as it seems to be among women",I don't think it's a uniquely Australian word
