participantID,responseID,prompt,slang,meaning,exampleUsage,whenWhereUsed,additionalNotes
A0040,R_8c3DDrGAKq9etYl,Doesn't Do Fair Share,Bludger,,"That bastard, nothing but a bloody bludger, he never pulls his weight.","All the time, especially in my home town in Gippsland",
A0041,R_1mJgbFqfJniDqBK,Doesn't Do Fair Share,Slacker,,Geez your slack,,
A0042,R_1f77cfqvlhzneDm,Doesn't Do Fair Share,Flop,,He's a flop hey,At footy training,Nup
A0043,R_3ek8dBDFofKiA7h,Doesn't Do Fair Share,Bludger,,"She never helps, she's a total bludger.",My generation and above.,
A0044,R_3OravT8TDi4Sjjo,Doesn't Do Fair Share,Bludger,,"Such a bludger, relying on other people to get it done.","In various contexts, school, work, family conversations.",It may also simply mean 'lazy' in some contexts.
A0045,R_2rUekGFxxsJiEY7,Doesn't Do Fair Share,Bludger,,Scott Morrison is a bludger,,
A0047,R_0P4IPF5EGuHhrWh,Doesn't Do Fair Share,Bludger,,"Don't pick him, he's a bludger",Nsw sa,
A0048,R_10Co56EWOPzm4Mt,Doesn't Do Fair Share,Bludger,,Do your homework you bludger,In the home,
A0049,R_26nEN0ZEyR62Jm3,Doesn't Do Fair Share,Lazy bugger,,Their a lazy bugger,,
A0050,R_3gTLM7w13DP6eAB,Doesn't Do Fair Share,Slacker,,What a slacker,When someone isn't helping out as much as you'd like you use it,No
A0051,R_3qOul3It4o3Cdo1,Doesn't Do Fair Share,Slacker,,"""They're such a slacker, they didn't even finish their part of the project""","Not commonly used, mainly by friends who are a bit okder",
A0052,R_TbmJAxhcciFUqD7,Doesn't Do Fair Share,Bludger.,,Jak's a bludger.,,
A0053,R_2c5yJatT46jgN8E,Doesn't Do Fair Share,Bludger,,He's a bludger,,
A0057,R_2pKzYiclf2Hbvmr,Doesn't Do Fair Share,Bludger,,There's always one bludger in the group,,
A0058,R_1FeQLxYd7FQLhrq,Doesn't Do Fair Share,Bludger,,He's such a bludger. He's sat on his arse all day,,
A0060,R_bwjYnyHjb3YCSd3,Doesn't Do Fair Share,Lazy bugger,,He's a lazy bugger!,Country Australia,
A0062,R_1HoV4KTqkii7Wyc,Doesn't Do Fair Share,bludger,,He was a bludger and managed to avoid all of the heavy lifting.,In conversation; frequently.,
A0063,R_2491T28fW5IOQlf,Doesn't Do Fair Share,Slacker,,Stop being a slacker,School,
A0064,R_24dw0X2U9mMJgOq,Doesn't Do Fair Share,slacker,,Fuckin slacker didn't help at all.,,
A0065,R_6EUJluMBOpaQwgN,Doesn't Do Fair Share,Bludger,,"Got off your lazy butt, you bludger",,
A0066,R_uy6L0W7tpouMzQJ,Doesn't Do Fair Share,bludger,,"He's such a bludger, he picked all the easy subjects this semester","Many places, my whole life. This is one of the few stereotypically Australian words that I actually use myself","It's often collocated with the word ""dole"", but the phrase ""dole bludger"" is politically charged and I don't use it myself. ""Bludge"" is also a verb and a noun, for example at school when there was a subject that didn't require much work, we called it a bludge"
A0068,R_1g8dIJJ8i2hDgxn,Doesn't Do Fair Share,Bludger,,"He doesn't want a job, he's a bludger.","Tv, newspapers, politicians and commentators.",
A0069,R_svUjzfGGrfSLKRr,Doesn't Do Fair Share,Slacker,,Gee Shawn can be a slacker sometimes.,Work. haha,
A0070,R_XvlWwDrRnhLBJfP,Doesn't Do Fair Share,Jack,,Don't be so fucking Jack!,Military service,Derived from'I'll be right thanks [Jack]'
A0072,R_0SxfCfjWIo7F5Sx,Doesn't Do Fair Share,slacker - also 'slackarse',,"He's such a slacker, always disappears when there's work to be done.","To describe someone who is lazy, unreliable and can't be relied on to do a job or task",to describe a general pattern of behaviour
A4388,R_3potJH8edZezLCB,Doesn't Do Fair Share,Bludger,,Stop beong a bludger,,
A0073,R_1jxie8IO9rqbtXj,Doesn't Do Fair Share,Dole bludger,,,Describing someone who doesn't work like everyone else,
A0075,R_1OviB8toSsuE95N,Doesn't Do Fair Share,slacker,,When it comes to organising things for the group she's a total slacker,,
A0076,R_3EXSgDyn0nK7DoZ,Doesn't Do Fair Share,Slacker,,He's a slacker,Everywhere,
A0078,R_31TpKHyzxG0mIN6,Doesn't Do Fair Share,Bludger,,"You bludger, you didn't even finish the job",When describing an employee or hired hand or someone who is going to be sacked,In common use
A0079,R_1GBQCxvIE3jwCIH,Doesn't Do Fair Share,Bludger,,,,
A0080,R_24Adb2m5tpPSdgE,Doesn't Do Fair Share,Slacker,,Don't be a slacker and just do it,I hear this often between my parents and their friends 50+,
A0081,R_3EWLILWUlwVtSFX,Doesn't Do Fair Share,Bludger,,Bludger won't get off his fat arse and pull his weight.,Lots,No.
A0082,R_3ncJ0M3HmIVj2Jn,Doesn't Do Fair Share,slacker,,"Come on you slacker, get back to work!",For calling someone out due to their obvious lack of contribution.,
A0087,R_10phZFVkMGOweNR,Doesn't Do Fair Share,Slacker,,"He never helps out, he's such a slacker",In the home,
A0089,R_3Od127Gqv6fyWbA,Doesn't Do Fair Share,Bludger,,I've done all the house work and you've done nothing ya bludger,Everyday life in Australia,
A0090,R_2YSvMGJuN4kBi96,Doesn't Do Fair Share,Slacka,,I hate working with her she's a bit of a slacka,,
A0091,R_27EA2S6Almc2Skh,Doesn't Do Fair Share,Shirker,,He's a shirker.,,"Some might also say, ""he's a lazy sod/bastard/prick"""
A0095,R_3LecgoTgDftG5QD,Doesn't Do Fair Share,Bludger,,,"Melbourne,",
A0096,R_124k5ki6SCCI6Ly,Doesn't Do Fair Share,Bludger,,He/she is a bludged,,
A0097,R_3EMYk3cW3Sjs4tn,Doesn't Do Fair Share,Bludger,,"That fellow is a Bludger, he never helps or pulls his weight",Often at work and with family,
A0098,R_2zMz64l2Oh3QVXB,Doesn't Do Fair Share,Bludger,,He's a totally bludger,Home tv work,
A2158,R_1nOZEakjxJxbOZM,Doesn't Do Fair Share,Shirker,,He's a shirker. He didn't lift his weight at that working bee.,An older expression. It's not one I hear very often now.,
A2140,R_2OTLXdxveVX6hii,Doesn't Do Fair Share,Bludger,,"He's a bludger, wouldn't work a day in his life",Everywhere,
A0100,R_10xugZpUhhrqktL,Doesn't Do Fair Share,bludger,,he's a bit of a bludger,"these days? with ""dole"" added to make ""dole bludger""",
A2113,R_3J3ZXYrkF2x0toF,Doesn't Do Fair Share,bludger,,"""there's a few bludgers in the group unfortunately""","Situations discussing stuff which has group work involved, e.g. work, school, uni, etc. Also think I've heard it in the context of someone who's living at home scabbing off their parents.","Lots of other words can be formed with bludge, like the verb to bludge, or a bludge subject at school/uni"
A0101,R_2Qtksg5VC0g7Ph5,Doesn't Do Fair Share,bludger,,that bludger always hides when there's work to be done,typically on the job or between close friends,no
A0102,R_1dcuM3wAInOhyS4,Doesn't Do Fair Share,Moocher/Mooching,,"That dude is such a moocher, I had to do all the work for that presentation.",,
A0104,R_1IufLWExCs6lRdm,Doesn't Do Fair Share,Bludger,,You bludger,,
A0105,R_3MlecO1eqKinROU,Doesn't Do Fair Share,slacker,,you really are a slacker,general speech surrounding workload,
A0107,R_2tAnU5uq02y0Ig9,Doesn't Do Fair Share,slacker,,"he's never does any work, what a slacker","at school, workplace",
A0109,R_2zHLSjP1xmMQzRX,Doesn't Do Fair Share,Slacker - 'Slack off' (verb) - Stingey Cunt - Lazy git,,That kid is a slacker - Stop being a stingy Cunt,School - Work - Home - Australia,Used by school-aged people
A0113,R_2ylWzaL2XMQ1zZL,Doesn't Do Fair Share,sponge,,He's such a sponge.,"Typically in my youth, frequently in informal settings. Less so now.","I miss it in our vernacular. Metaphors beat expletives, any day."
A0114,R_2tlOO9GuuSsqG6F,Doesn't Do Fair Share,hack,,everyone played their role except this hack,sporting circles,no
A0115,R_3mgkrIP45TmIKjO,Doesn't Do Fair Share,To bludge,,Dole Bludger (which I hate),"Often about Centrelink recipients, also when I was younger when people dodged buying a round",Common to bludge cigarettes back in the day
A0117,R_3shLsFQdoFUHhEm,Doesn't Do Fair Share,Slack arse,,That slack arse never does a fair days work,Tradies use it often to describe apprentices,
A0118,R_RR1Jq6KoaDpeshz,Doesn't Do Fair Share,lazy bastard,,,,
A0119,R_1dgc7SpNEKoWvST,Doesn't Do Fair Share,Bludger,,,,
A0120,R_rkCfSC2qbZh8g9j,Doesn't Do Fair Share,Bludger,,Bludger that one,All over,No
A0122,R_XUsTTJlAA75qSFb,Doesn't Do Fair Share,Shirker,,,,
A0123,R_1zCZIrMOqyt20yR,Doesn't Do Fair Share,Loafer,,,,
A0124,R_RnbBBZEJNzW6IF3,Doesn't Do Fair Share,Bludger,,Useless bludger when it comes to hard yakka,Show society committee meeting,No
A0125,R_2f2t4ujFOxvXZTX,Doesn't Do Fair Share,bludger,,He's a total bludger,"1990s, Pauline Hanson - ref. 'dole bludgers'",
A0127,R_21tfRShPE7AHGE4,Doesn't Do Fair Share,bludger,,used as a noun,regular common usage,No
A0128,R_3psRJq4YTc6AShs,Doesn't Do Fair Share,Bludger,,Someone who is long term unemployed can be referred to perjoratively as a dole bludger.,A Current Affair. The Liberal Party.,
A0129,R_XGGt4UmDLg1oQJH,Doesn't Do Fair Share,Bludger,,Ok you bludger get over here and do something,Over the years,
A0130,R_2rJjl37shA7gs2M,Doesn't Do Fair Share,Bludger,,He's a bloody bludger,To describe most politicians,
A0132,R_bHoZS6nBbULW8wN,Doesn't Do Fair Share,Bludger,,,,
A0133,R_5nWwaCIw6nQ4jPb,Doesn't Do Fair Share,Bludger.,,He's a bludger. Wouldn't work in an iron lung.,,
A0134,R_3Rsd5C9waaYoFwM,Doesn't Do Fair Share,Shade hunter,,She's a real shade hunter,Have used it myself,
A0135,R_3DjRSd2O4ykTb1G,Doesn't Do Fair Share,Slacker,,,,
A0136,R_3OoViCzR7En9FCw,Doesn't Do Fair Share,piker,,That bloody piker never holds a hose,Everywhere,no
A0137,R_22E3W6opjsksBz9,Doesn't Do Fair Share,Bludger,,,,
A0138,R_BxBzdvI18IQkq1H,Doesn't Do Fair Share,Bludger,,,,
A0139,R_O7Mu0YFeAbalqyR,Doesn't Do Fair Share,Bludger,,Dole bludger,In written and spoken texts on the topic,
A0141,R_2BnUiiAGvuU8ElV,Doesn't Do Fair Share,bludger,,he's a useless bludger,,
A0142,R_2DTuHhSSyzBkswC,Doesn't Do Fair Share,Potholes.,,Meet Potholes - he's always in the road.,"A fairly recent word, the last ten or fifteen years,",Gets used a lot in the trabsport industry.
A0143,R_3JjXKjstx6Or88W,Doesn't Do Fair Share,Slacker,,,,
A0144,R_8228GUoeJt3f6x3,Doesn't Do Fair Share,Rusty rifle,,"He's a rusty rifle, won't fire",,
A0145,R_uwt2ToPTwtFP32h,Doesn't Do Fair Share,Doesn't pull their weight,,He/she doesn't pull their weight at work,Fairly common,
A0146,R_2rqr4P2D2kYkCni,Doesn't Do Fair Share,Slacko,,What a lazy slacko,,
A0147,R_2BwU6XEXO3BlpOJ,Doesn't Do Fair Share,Bludger,,,,
A0148,R_1OTTzWNdkQprTDo,Doesn't Do Fair Share,lazy bugga,,he's a real lazy bugga,"community, home, still",nup
A0149,R_1OPkytdhXH8qyau,Doesn't Do Fair Share,Don't come the raw prawn,,,,
A0150,R_VQEcxtyGRdrFpFn,Doesn't Do Fair Share,Bludger. This is a classic…ok maybe not so much in use today.,,,,
A0151,R_3CZeolF0eOBOj4R,Doesn't Do Fair Share,Bludger,,He just bludged his way through the subject,Frequently,These expressions are easier for me to recognise than call to mind
A0152,R_28GQEW9g79uAr9A,Doesn't Do Fair Share,Bludger,,,,
A0153,R_1gnWx5FKe3oxJUh,Doesn't Do Fair Share,Slacker,,He's a slacker on the job,,
A0154,R_24b7XyhnZpvhadr,Doesn't Do Fair Share,Passanger,,He's just a passanger,Workplace,Woftham as in waste of fuckin time and money
A0159,R_1IT2CYXCbCz11d6,Doesn't Do Fair Share,Bludger,,Jim's a bludger at work. Never lifts a finger,Work,Fading in use
A0160,R_12inTl63U45w93q,Doesn't Do Fair Share,"slack bastard, bludger",,Bill is such a slack bastard when the work is on,dunno,
A0162,R_1Le5EdCIXvEq1Cc,Doesn't Do Fair Share,Slacker,,,,
A0164,R_31BrWUcO2gIbqlb,Doesn't Do Fair Share,Bludger,,,,
A0165,R_1JXAS6xfZ8xgn6f,Doesn't Do Fair Share,Bludger,,,,
A0166,R_3E9xYRMHjTzCVSF,Doesn't Do Fair Share,Bludger,,,,
A0167,R_2XpvSWTfaqpt4Xi,Doesn't Do Fair Share,slacker,,,,
A0169,R_2axnt7y9GJEqiD2,Doesn't Do Fair Share,Shirker,,She's a shirker,Not recently I can think of,Person would take offence if called a shirker
A0170,R_2c26q2MkPOXa6SH,Doesn't Do Fair Share,Bludger,,What a bludger,Describing a lazy worker to workmates,
A0171,R_BtxbyoVEeYbYXE5,Doesn't Do Fair Share,Slack arse,,,,
A0172,R_1qgQvT6kOBts1bk,Doesn't Do Fair Share,bludger,,"what a freeloading, bludging fuck....",work,
A0176,R_27QfR86g1Nw0TCE,Doesn't Do Fair Share,Bludger,,"Give us a hand you bludger, wouldn't work in an iron lung.","When young, still current",
A0177,R_3lJk2Swp5tBweJt,Doesn't Do Fair Share,Hanger on,,"He's such a hanger on, does nothing.",,
A0178,R_2fiL1Xkl4oiftM3,Doesn't Do Fair Share,Bludger,,That bloke is a real bludger,,
A0180,R_3GCjR6lifziVPrg,Doesn't Do Fair Share,Bludger,,,,
A0181,R_WkTlm3yNiPezWWl,Doesn't Do Fair Share,Loafer,,"She was a real loafer, never helped out anywhere",Mostly older generations,
A0183,R_1Ns2F0b2AJwML4v,Doesn't Do Fair Share,Bludger,,"She is such a bludger, she just sits there.","Work, home.",
A0184,R_AbTdB8Xndr5AeYx,Doesn't Do Fair Share,Slacker,,What a slacker,,
A0186,R_1j8tE0yFHixLQg8,Doesn't Do Fair Share,Slacker,,"He's a slacker as when he first started, he was handed a new shovel and when he retired, the shovel still had the sticker on the blade.",Local,
A0189,R_3Glc56KpjqLHhMT,Doesn't Do Fair Share,A bludger,,He is a bludger,Everywhere,
A0190,R_AaIdYatieH4RphT,Doesn't Do Fair Share,Bludger,,Dole bludger,Getting old but still broadly understood,No
A0191,R_sjThRJ3sAUGRJYZ,Doesn't Do Fair Share,slacker,,"He's a slacker, always skiving off.",At work,
A0192,R_2b4eMhkYRgY27R2,Doesn't Do Fair Share,Bludger,,What a bludger,,
A0193,R_3R1IXGsEUQ7Bkdq,Doesn't Do Fair Share,Swings the lead,,Dave's swinging the lead again,Older male on a campsite recently.,
A0194,R_2DZvFRm7J37rR4N,Doesn't Do Fair Share,A slack arse,,Lazy person,Growing up in the bush,No
A0195,R_1giMJH52RjQNNtM,Doesn't Do Fair Share,Bludger,,,,
A0197,R_2urLArzdR29ESuG,Doesn't Do Fair Share,Dole Bludger,,That bloke is a fair dinkum dole bludger,Various sources from 90's onwards,
A0198,R_T0nd2u36N9Y5b2h,Doesn't Do Fair Share,Slackarse,,Don't be such a slackarse,,
A0199,R_1q3q4pOMEZTRpmK,Doesn't Do Fair Share,Bludger,,Dole bludger,Regularly used throughout my life.,
A0200,R_1LNmmsY2hrosMY4,Doesn't Do Fair Share,bludger,,pull your finger out you bludger this job has got to be finished before beer o'clock,still use it but less often,
A0201,R_2t3iWU0VYbqwWfD,Doesn't Do Fair Share,Bludger,,,,
A0202,R_xF9KoOKPVU4pIiJ,Doesn't Do Fair Share,bludger,,Mostly in connection with someone on welfare (dole bludger),"Can't remember. I don't often speak with people who refer to welfare recipients as ""bludgers"", but they are around.",
A0204,R_2BhtYGBdFRFmHba,Doesn't Do Fair Share,Bludger,,Also a verb - he bludged that.,,
A0205,R_3GBVKJ57HA70yZc,Doesn't Do Fair Share,"Bludger, piker, dodger, half-a-job",,"He's a bludger, old half-a-job here has lent a hand",A lot,
A0206,R_7aFzOrPyoNcrLAR,Doesn't Do Fair Share,Bludger,,,,
A0207,R_cHpOIhxab5dwXU5,Doesn't Do Fair Share,Slackass,,,,
A0209,R_28XM1RTkY4VPWtY,Doesn't Do Fair Share,"""Slacko""",,"Someone not doing their bit ""pull your finger out you slacko""",Working bee,
A0210,R_3TXTSd81VwqJTaN,Doesn't Do Fair Share,Bludger,,"Garry, you bludger, get over here and start helping",,
A0211,R_1o26r8pCcJ1k1St,Doesn't Do Fair Share,Bludger,,He's a bludger,Still here this everywhere from media to personal conversations,It's become a part of everyday
A0213,R_3hltxmKyEZ6SH8w,Doesn't Do Fair Share,Slacker,,,,
A0214,R_2XnUGLQGlk22JY2,Doesn't Do Fair Share,Slacker,,Scott Morrison is a slacker when it comes to climate change,,
A0215,R_28D2IUU38mtTyvj,Doesn't Do Fair Share,Fucking bludger,,"I don't want Clinton on my team, he's a fucking lazy bludger",At my workplace,Clinton actually is a fucking lazy prick
A0216,R_6RUguxDL04MsaFX,Doesn't Do Fair Share,"lazy bastard, slacker",,He's such a lazy bastard/slacker when there's hard work to do,These terms are probably or modern but i think I've heard them all my life even now,
A0218,R_2f219OZdfKvkuXN,Doesn't Do Fair Share,Bludger,,,,
A0219,R_1JLRGhtwoWElEfa,Doesn't Do Fair Share,Bludger,,,,
A0220,R_11jCxBGntzRxJDL,Doesn't Do Fair Share,bludger,,"he;s a lazy bludger, wouldn't work in an iron lung",conversation,
A0221,R_1q9ZPM0qEb7iqnw,Doesn't Do Fair Share,The person is a lazy bones,,,I think my Mother used it,
A0223,R_11hGLPiFMmuQC7e,Doesn't Do Fair Share,Bludger,,,,
A0224,R_2bVRaJ8ZeMJKrmE,Doesn't Do Fair Share,Bludger,,He's been bludging on the job,Common for decades,
A0225,R_3PvsuPZQttEvhZ5,Doesn't Do Fair Share,Bludger,,The bludger hasn't done an honest day's work since he got here,Only in ironic contexts,
A0226,R_2393HleoRjYGZSW,Doesn't Do Fair Share,Slacker,,,,
A0227,R_22nTx1J9nZz2MnS,Doesn't Do Fair Share,bludger,,,,
A0228,R_31WZ8fndkYOzRcV,Doesn't Do Fair Share,piker,,,,
A0229,R_2eWqBbiPfrY3m3F,Doesn't Do Fair Share,bludger,,he's a real bludger,publicly,
A0231,R_zezHx0e3z9Yrhh7,Doesn't Do Fair Share,Bludger,,Don't be a bludger,Family friends news,
A0232,R_1kOMciOkSF1i6sA,Doesn't Do Fair Share,"bludger, lazy b------d",,"he's bludging at his job, not lifting their weight in sport or work, relying on others",everywhere,
A0233,R_1IKMnBGOe7ku3fS,Doesn't Do Fair Share,Bludger,,,,
A0234,R_3FQi3H4rf0kMsdl,Doesn't Do Fair Share,A lazy bugger,,He is..,When talking about others who do very little or aren't pulling their weight.,
A0236,R_30p0g37Ldug0NNW,Doesn't Do Fair Share,Bludger,,,,
A0237,R_3fBusx87a4FaxrT,Doesn't Do Fair Share,Slacker,,He was a real slacker,Amongst mates,
A0238,R_2eR8OoadhlLALZV,Doesn't Do Fair Share,Not worth two bob,,That blokes not worth two bob,General conversation,No
A0239,R_1gdQgblPsD0iopJ,Doesn't Do Fair Share,Bludger,,,,
A0240,R_3p4Onl12It6Ofdg,Doesn't Do Fair Share,shirker,,He is a right shirker; wouldn't breath in an iron lung,15s to today Melbourne,
A0241,R_2X4D0GGKprf83MJ,Doesn't Do Fair Share,Bludger,,Dragging the chain,,
A0242,R_1o0WtAO1yH3YA4q,Doesn't Do Fair Share,Bludger,,He's a bludger,In the workplace,
A0244,R_1dz6hC8lQk7jzKP,Doesn't Do Fair Share,Bludger,,,,
A0245,R_QccKEJNc35uXyrT,Doesn't Do Fair Share,Bludger,,My kid's such a bludger. Never lifts a finger to help.,Less often in recent years.,Often seems to focus on people who don't want to look for a job. Equates to lazy.
A0246,R_3DkjMNdqytglICQ,Doesn't Do Fair Share,Bludger,,My work colleague was a bit of a bludger so I always did more than my fair share.,,
A0247,R_514DnWSvJSImXXH,Doesn't Do Fair Share,bludger,,The council workers were a mob of bludgers.,Maybe more last century than today.,
A0250,R_3hi41t0ib4PNX7B,Doesn't Do Fair Share,Slacker or slack-artist,,"don't a slacker, they're such a slack-artist",I use it,
A0252,R_3e5mzT6lAFI5ENR,Doesn't Do Fair Share,Bludger,,,Common,More common as verb to bludge
A0253,R_29vnZP1x4LJtwcd,Doesn't Do Fair Share,Under the weather,,He's really under the weather,2000s,
A0254,R_77gMS9VuzpNoeSR,Doesn't Do Fair Share,welcher,,he's a bit of a welcher,,not sure of spelling
A0256,R_NXCTAGZZDsrzUxX,Doesn't Do Fair Share,Bluger,,That bludger never did a days work in his life,Common expression,
A0257,R_2V7u7n6cY2kN3jp,Doesn't Do Fair Share,bludger,,he's a real bludger,often,
A0259,R_2QgGOvZlZVlqBGS,Doesn't Do Fair Share,Bludger,,What a bludger,,
A0260,R_1dKBQ7AfwvHwKMY,Doesn't Do Fair Share,bludger,,"he's just a bludger, wouldn't work in an iron lung",everywhere,
A0261,R_DOekQJmYEDEavHX,Doesn't Do Fair Share,Slacker,,He's a bit of a slacker,City and country,
A0262,R_2dz232aPEMq1bcb,Doesn't Do Fair Share,Bludger,,he's a lazy bludger,People describing the Wharfies in Melbourne and again here in Townsville.,Townsville was bad during the War.  Read Australia's Secret War. C. G. P Colebatch
A0263,R_3p4HEhwGe1Kle24,Doesn't Do Fair Share,Bludger,,Bit of a bludger,All of my life and in many areas of society,Seems to have passed through several generations in common usage
A0265,R_7WpEKepfMKbZ1bX,Doesn't Do Fair Share,Bludger,,He's a dole bludger,Everywhere,
A0266,R_3spLCt03LVBz4xA,Doesn't Do Fair Share,Bludger,,He sits around here all day watching tv while we're all out working…he's nothing but a bludger.,,
A0267,R_2Qh5YAuIJGNLspg,Doesn't Do Fair Share,Bludger,,"I won't work with him, he is a bludger",in my youth,
A0269,R_31vf50argU37AzF,Doesn't Do Fair Share,"bludger, slacker,",,,,
A0270,R_yIyTQgst0ZYTXQ5,Doesn't Do Fair Share,wouldn't work in a bucket of yeast,,He's useless; he wouldn't work in a bucket of yeast.,Usually in the context of discussing an individual.,
A0271,R_tG3cKvKFhCYZ6TL,Doesn't Do Fair Share,Bludger,,Don't expect that bludger to do it.,Grandparent,Still used.
A0272,R_3gZ6PnTqjYIMsOq,Doesn't Do Fair Share,bludger,,,everywhere,
A0273,R_sGSwpet1PVe4cP7,Doesn't Do Fair Share,bludger,,Will John ever get off his ass and stop bludging,,
A0274,R_3OkLHlGQMU6ZU4g,Doesn't Do Fair Share,Layabout,,,,
A0275,R_30vZOPspOGnCRnI,Doesn't Do Fair Share,Bludger,,He's a complete bludger - never does any bloody work,,
A0277,R_2Qln9slpDyvWmM6,Doesn't Do Fair Share,Bludger,,Scott is a lazy bludger.,All through life. Still common.,
A0279,R_2f6tRnzR2OwFjsD,Doesn't Do Fair Share,Slack arse,,Tom was really lazy. He was a total slack arse,I haven't used it recently but I'm aware of it.,Probably old fashioned
A0280,R_1LbMEZ4q4e81j4y,Doesn't Do Fair Share,Slack,,He's a slack prick,Often,
A0281,R_1ovSt2EI8imuaxH,Doesn't Do Fair Share,"Bludger, skiver, leaner",,He's the biggest bludger I've ever come across,Usually in work or social settings,No
A0282,R_3DFXlbMGDhKQ7yV,Doesn't Do Fair Share,bludger,,,,
A0283,R_sOsg4xHZCdrHGkV,Doesn't Do Fair Share,bludger,,,,
